t: 5.0049999999999155 x: 467.5387577770393 y: -463.4240930817215 v_x: 159.88011060325968 v_y: -158.07177157521895 mass: 4.777901649257634
t: 5.0049999999999155 x: -844.7677077686859 y: 820.0920804728872 v_x: -198.5471196333523 v_y: 193.0699162796089 mass: 4.9741883368013085
t: 5.0049999999999155 x: 17695.507979519894 y: -16796.613237605885 v_x: 3783.122225258387 v_y: -3590.985632446227 mass: 4.249027498771416
t: 5.0049999999999155 x: 841.2882408281127 y: 1785.28367722118 v_x: 168.81834160953952 v_y: 358.55583283259847 mass: 3.5413656570102288
t: 5.0049999999999155 x: -869.3912619313909 y: 180.55596354901377 v_x: -557.4949411045435 v_y: 114.85643484405243 mass: 4.961215868744252
t: 5.0049999999999155 x: 1657.7963383451104 y: -5913.849076812087 v_x: 337.646465339275 v_y: -1204.4286748853306 mass: 2.259664275880147
t: 5.0049999999999155 x: 10.256833437212311 y: -9.38311243803745 v_x: 14.169278124733156 v_y: 27.332920069411557 mass: 4.657438360854518
t: 5.0049999999999155 x: 629.9513790913056 y: -11926.822584135321 v_x: 145.28910219472021 v_y: -2759.8754143332776 mass: 2.4961692088013523
t: 5.0049999999999155 x: 9925.813706402734 y: 8684.61421393675 v_x: 2001.1922369935753 v_y: 1750.9466468654987 mass: 3.2221393907658586
t: 5.0049999999999155 x: -23022.1836713979 y: 9833.142853074172 v_x: -4613.685800468025 v_y: 1970.5763841490275 mass: 0.9895464803672152
t: 5.0049999999999155 x: 3701.672306555769 y: -1278.729161067995 v_x: 744.3881263500379 v_y: -257.1593499725809 mass: 3.3244498237597924
t: 5.0049999999999155 x: -89.07362518666844 y: -209.4947985400822 v_x: -19.92735598662346 v_y: -54.41940278352695 mass: 0.4411843387805637
t: 5.0049999999999155 x: 61.936842431698885 y: 79.34507930055155 v_x: 4.478165761064587 v_y: 11.952206496421269 mass: 1.7859689208390352
t: 5.0049999999999155 x: -3066.149933065944 y: 908.9590986178423 v_x: -637.7236487177066 v_y: 189.02307549671485 mass: 1.3727872057362291
t: 5.0049999999999155 x: 347.5972723001016 y: 334.67252577319 v_x: 83.5628385959549 v_y: 77.81574946228271 mass: 1.3468552626202215
