t: 0	x_0: 1000	x_1: 0	
t: 3.559999999999968	x_0: 150.24368421864207	x_1: 3095.096231627355	
t: 3.569999999999968	x_0: 181.1210271296485	x_1: 3078.8557534204306	
t: 3.5799999999999677	x_0: 211.82083536055927	x_1: 3059.597253442549	
t: 3.5899999999999674	x_0: 242.3130156856581	x_1: 3037.3396089230273	
t: 3.5999999999999672	x_0: 272.56767839720237	x_1: 3012.1046369774604	
t: 3.609999999999967	x_0: 302.5551666045624	x_1: 2983.9170732224156	
t: 3.619999999999967	x_0: 332.2460853051503	x_1: 2952.8045475292897	
t: 3.6299999999999666	x_0: 361.61133019864366	x_1: 2918.7975569410955	
t: 3.6399999999999664	x_0: 390.62211621625727	x_1: 2881.929435778727	
t: 3.649999999999966	x_0: 419.25000573709855	x_1: 2842.2363229660023	
t: 3.659999999999966	x_0: 447.4669364639474	x_1: 2799.7571266055133	
t: 3.6699999999999657	x_0: 475.24524893113517	x_1: 2754.5334858400097	
t: 3.6799999999999655	x_0: 502.557713617559	x_1: 2706.609730036697	
t: 3.6899999999999653	x_0: 529.3775576382534	x_1: 2656.032835334458	
t: 3.699999999999965	x_0: 555.6784909883552	x_1: 2602.8523785965954	
t: 3.709999999999965	x_0: 581.4347323137368	x_1: 2547.1204888142242	
t: 3.7199999999999647	x_0: 606.6210341830454	x_1: 2488.891796007959	
t: 3.7299999999999645	x_0: 631.2127078363752	x_1: 2428.2233776779767	
t: 3.7399999999999642	x_0: 655.1856473863152	x_1: 2365.17470285495	
t: 3.749999999999964	x_0: 678.5163534476453	x_1: 2299.807573806692	
t: 3.759999999999964	x_0: 701.1819561725229	x_1: 2232.186065457657	
t: 3.7699999999999636	x_0: 723.160237668575	x_1: 2162.3764625806757	
t: 3.7799999999999634	x_0: 744.4296537779242	x_1: 2090.447194822491	
t: 3.789999999999963	x_0: 764.9693551957979	x_1: 2016.4687696267913	
t: 3.799999999999963	x_0: 784.7592079080199	x_1: 1940.513703120486	
t: 3.8099999999999627	x_0: 803.7798129273498	x_1: 1862.656449030971	
t: 3.8199999999999625	x_0: 822.012525309325	x_1: 1782.9733257040657	
t: 3.8299999999999623	x_0: 839.4394724289641	x_1: 1701.5424412941568	
t: 3.839999999999962	x_0: 856.0435715004155	x_1: 1618.443617199884	
t: 3.849999999999962	x_0: 871.8085463223791	x_1: 1533.7583098204154	
t: 3.8599999999999617	x_0: 886.7189432328853	x_1: 1447.5695307090102	
t: 3.8699999999999615	x_0: 900.7601462577912	x_1: 1359.96176520214	
t: 3.8799999999999613	x_0: 913.9183914381463	x_1: 1271.0208896039273	
t: 3.889999999999961	x_0: 926.1807803223809	x_1: 1180.834087007083	
t: 3.899999999999961	x_0: 937.5352926100937	x_1: 1089.4897618328564	
t: 3.9099999999999606	x_0: 947.9707979350434	x_1: 997.0774531737691	
t: 3.9199999999999604	x_0: 957.4770667757929	x_1: 903.6877470240796	
t: 3.92999999999996	x_0: 966.0447804833135	x_1: 809.4121874840101	
t: 3.93999999999996	x_0: 973.6655404157168	x_1: 714.3431870247782	
t: 3.9499999999999598	x_0: 980.3318761711608	x_1: 618.5739359023958	
t: 3.9599999999999596	x_0: 986.037252910861	x_1: 522.1983108090299	
t: 3.9699999999999593	x_0: 990.776077765025	x_1: 425.31078285146907	
t: 3.979999999999959	x_0: 994.5437053154349	x_1: 328.0063249468994	
t: 3.989999999999959	x_0: 997.3364421492993	x_1: 230.38031872676277	
t: 3.9999999999999587	x_0: 999.1515504799138	x_1: 132.52846103995532	
t: 4.009999999999959	x_0: 999.9872508305782	x_1: 34.54667014701418	
t: 4.019999999999959	x_0: 999.8427237791414	x_1: -63.46900830275453	
t: 4.0299999999999585	x_0: 998.7181107614621	x_1: -161.42249541904204	
t: 4.039999999999958	x_0: 996.6145139329985	x_1: -259.21777325091	
t: 4.049999999999958	x_0: 993.5339950886622	x_1: -356.7589789074509	
t: 4.059999999999958	x_0: 989.4795736419943	x_1: -453.95049852647514	
t: 4.069999999999958	x_0: 984.455223665645	x_1: -550.6970609991126	
t: 4.079999999999957	x_0: 978.4658699960577	x_1: -646.9038313584563	
t: 4.089999999999957	x_0: 971.5173834061751	x_1: -742.4765037407043	
t: 4.099999999999957	x_0: 963.616574850899	x_1: -837.3213938276765	
t: 4.109999999999957	x_0: 954.7711887909453	x_1: -931.345530680089	
t: 4.119999999999957	x_0: 944.9898956016368	x_1: -1024.4567478715685	
t: 4.129999999999956	x_0: 934.2822830740763	x_1: -1116.5637738340718	
t: 4.139999999999956	x_0: 922.6588470170293	x_1: -1207.5763213261525	
t: 4.149999999999956	x_0: 910.1309809687294	x_1: -1297.4051759363715	
t: 4.159999999999956	x_0: 896.710965028691	x_1: -1385.962283535098	
t: 4.1699999999999555	x_0: 882.411953820476	x_1: -1473.1608365889776	
t: 4.179999999999955	x_0: 867.2479635972142	x_1: -1558.9153592534558	
t: 4.189999999999955	x_0: 851.2338585025169	x_1: -1643.1417911599485	
t: 4.199999999999955	x_0: 834.3853360002512	x_1: -1725.7575698155267	
t: 4.209999999999955	x_0: 816.7189114874558	x_1: -1806.6817115343417	
t: 4.2199999999999545	x_0: 798.2519021054835	x_1: -1885.8348908214605	
t: 4.229999999999954	x_0: 779.0024097652372	x_1: -1963.1395181312953	
t: 4.239999999999954	x_0: 758.9893034031393	x_1: -2038.5198159244042	
t: 4.249999999999954	x_0: 738.2322004852277	x_1: -2111.901892948109	
t: 4.259999999999954	x_0: 716.7514477775089	x_1: -2183.2138166681166	
t: 4.269999999999953	x_0: 694.5681014014168	x_1: -2252.385683780145	
t: 4.279999999999953	x_0: 671.7039061939287	x_1: -2319.3496887324313	
t: 4.289999999999953	x_0: 648.1812743925693	x_1: -2384.0401901919577	
t: 4.299999999999953	x_0: 624.0232636661974	x_1: -2446.3937753892355	
t: 4.3099999999999525	x_0: 599.2535545131086	x_1: -2506.3493222785823	
t: 4.319999999999952	x_0: 573.8964270486114	x_1: -2563.8480594529506	
t: 4.329999999999952	x_0: 547.976737204828	x_1: -2618.8336237545827	
t: 4.339999999999952	x_0: 521.5198923660519	x_1: -2671.252115525016	
t: 4.349999999999952	x_0: 494.55182646354234	x_1: -2721.0521514402817	
t: 4.3599999999999515	x_0: 467.0989745541724	x_1: -2768.184914879503	
t: 4.369999999999951	x_0: 439.18824690784584	x_1: -2812.604203777521	
t: 4.379999999999951	x_0: 410.8470026290858	x_1: -2854.2664759146387	
t: 4.389999999999951	x_0: 382.10302283865116	x_1: -2893.130891599091	
t: 4.399999999999951	x_0: 352.9844834414693	x_1: -2929.159353700395	
t: 4.40999999999995	x_0: 323.51992750757904	x_1: -2962.316544994346	
t: 4.41999999999995	x_0: 293.7382372931569	x_1: -2992.5699627830413	
t: 4.42999999999995	x_0: 263.66860592905283	x_1: -3019.889950756007	
t: 4.43999999999995	x_0: 233.34050880458753	x_1: -3044.2497280611833	
t: 4.4499999999999496	x_0: 202.78367467466146	x_1: -3065.625415557283	
t: 4.459999999999949	x_0: 172.02805651849803	x_1: -3083.9960592217767	
t: 4.469999999999949	x_0: 141.1038021785862	x_1: -3099.343650691571	
t: 4.479999999999949	x_0: 110.04122480860298	x_1: -3111.6531449162335	
t: 4.489999999999949	x_0: 78.87077315928443	x_1: -3120.9124749064677	
t: 4.4999999999999485	x_0: 47.6230017313717	x_1: -3127.1125635633734	
t: 4.509999999999948	x_0: 16.328540824889597	x_1: -3130.247332576902	
t: 4.519999999999948	x_0: -14.98193348588362	x_1: -3130.3137083847782	
t: 4.529999999999948	x_0: -46.27772942232332	x_1: -3127.311625186053	
t: 4.539999999999948	x_0: -77.52816958676691	x_1: -3121.244025006324	
t: 4.549999999999947	x_0: -108.70262103373264	x_1: -3112.116854814568	
t: 4.559999999999947	x_0: -139.7705252975718	x_1: -3099.939060694403	
t: 4.569999999999947	x_0: -170.70142834712001	x_1: -3084.7225790755006	
t: 4.579999999999947	x_0: -201.46501043798492	x_1: -3066.482325033736	
t: 4.589999999999947	x_0: -232.03111583320765	x_1: -3045.2361776715466	
t: 4.599999999999946	x_0: -262.36978236316486	x_1: -3021.004962592833	
t: 4.609999999999946	x_0: -292.45127079573524	x_1: -2993.8124314895726	
t: 4.619999999999946	x_0: -322.24609398794104	x_1: -2963.6852388601606	
t: 4.629999999999946	x_0: -351.72504579048854	x_1: -2930.652915882301	
t: 4.6399999999999455	x_0: -380.8592296768742	x_1: -2894.747841466051	
t: 4.649999999999945	x_0: -409.62008706899303	x_1: -2856.0052105153986	
t: 4.659999999999945	x_0: -437.9794253314832	x_1: -2814.4629994294846	
t: 4.669999999999945	x_0: -465.9094454073656	x_1: -2770.161928877279	
t: 4.679999999999945	x_0: -493.3827690678888	x_1: -2723.1454238822075	
t: 4.689999999999944	x_0: -520.3724657498676	x_1: -2673.459571255852	
t: 4.699999999999944	x_0: -546.8520789542087	x_1: -2621.1530744224497	
t: 4.709999999999944	x_0: -572.7956521797456	x_1: -2566.27720567847	
t: 4.719999999999944	x_0: -598.1777543669623	x_1: -2508.8857559340727	
t: 4.729999999999944	x_0: -622.9735048266632	x_1: -2449.034981985703	
t: 4.739999999999943	x_0: -647.1585976291551	x_1: -2386.7835513715168	
t: 4.749999999999943	x_0: -670.709325430032	x_1: -2322.1924848636877	
t: 4.759999999999943	x_0: -693.6026027092081	x_1: -2255.3250966539613	
t: 4.769999999999943	x_0: -715.8159884004202	x_1: -2186.2469322910983	
t: 4.7799999999999425	x_0: -737.327707889015	x_1: -2115.0257044310347	
t: 4.789999999999942	x_0: -758.1166743564597	x_1: -2041.73122646274	
t: 4.799999999999942	x_0: -778.1625094506525	x_1: -1966.4353440748403	
t: 4.809999999999942	x_0: -797.4455632617701	x_1: -1889.2118648300795	
t: 4.819999999999942	x_0: -815.9469335840726	x_1: -1810.1364858166594	
t: 4.8299999999999415	x_0: -833.648484444783	x_1: -1729.2867194473702	
t: 4.839999999999941	x_0: -850.5328638818787	x_1: -1646.7418174792522	
t: 4.849999999999941	x_0: -866.5835209533691	x_1: -1562.5826933282633	
t: 4.859999999999941	x_0: -881.7847219613845	x_1: -1476.8918427551023	
t: 4.869999999999941	x_0: -896.1215658751745	x_1: -1389.7532629999366	
t: 4.87999999999994	x_0: -909.579998937895	x_1: -1301.2523704452994	
t: 4.88999999999994	x_0: -922.1468284428684	x_1: -1211.4759168878675	
t: 4.89999999999994	x_0: -933.80973566581	x_1: -1120.5119045011913	
t: 4.90999999999994	x_0: -944.5572879403456	x_1: -1028.4494995727364	
t: 4.9199999999999395	x_0: -954.3789498649822	x_1: -935.3789450997918	
t: 4.929999999999939	x_0: -963.2650936305463	x_1: -841.3914723299247	
t: 4.939999999999939	x_0: -971.2070084579666	x_1: -746.5792113326895	
t: 4.949999999999939	x_0: -978.1969091371491	x_1: -651.0351006902557	
t: 4.959999999999939	x_0: -984.2279436585744	x_1: -554.8527963954768	
t: 4.9699999999999385	x_0: -989.2941999301365	x_1: -458.12658004670277	
t: 4.979999999999938	x_0: -993.3907115726378	x_1: -360.9512664293265	
t: 4.989999999999938	x_0: -996.5134627882604	x_1: -263.4221105746576	
t: 4.999999999999938	x_0: -998.6593922972407	x_1: -165.6347143872265	
t: 5.009999999999938	x_0: -999.8263963388873	x_1: -67.68493293204716	
t: 5.019999999999937	x_0: -1000.0133307340018	x_1: 30.3312195263005	
t: 5.029999999999937	x_0: -999.2200120066791	x_1: 128.31766364066482	
t: 5.039999999999937	x_0: -997.4472175643892	x_1: 226.17834916213548	
t: 5.049999999999937	x_0: -994.6966849361613	x_1: 323.81734909235615	
t: 5.0599999999999365	x_0: -990.971110069619	x_1: 421.1389537150447	
t: 5.069999999999936	x_0: -986.2741446885345	x_1: 518.047764414547	
t: 5.079999999999936	x_0: -980.6103927134917	x_1: 614.4487871894603	
t: 5.089999999999936	x_0: -973.9854057491675	x_1: 710.2475257696597	
t: 5.099999999999936	x_0: -966.4056776426538	x_1: 805.350074245451	
t: 5.1099999999999355	x_0: -957.8786381181544	x_1: 899.6632091180508	
t: 5.119999999999935	x_0: -948.412645494296	x_1: 993.094480681162	
t: 5.129999999999935	x_0: -938.0169784911922	x_1: 1085.5523036440693	
t: 5.139999999999935	x_0: -926.7018271352908	x_1: 1176.9460469074206	
t: 5.149999999999935	x_0: -914.4782827709204	x_1: 1267.1861224036945	
t: 5.159999999999934	x_0: -901.3583271883257	x_1: 1356.1840729152668	
t: 5.169999999999934	x_0: -887.3548208788508	x_1: 1443.8526587839942	
t: 5.179999999999934	x_0: -872.4814904287801	x_1: 1530.1059434273175	
t: 5.189999999999934	x_0: -856.7529150641968	x_1: 1614.8593775770585	
t: 5.199999999999934	x_0: -840.1845123600448	x_1: 1698.029882158337	
t: 5.209999999999933	x_0: -822.7925231274049	x_1: 1779.5359297273637	
t: 5.219999999999933	x_0: -804.5939954937988	x_1: 1859.297624388283	
t: 5.229999999999933	x_0: -785.606768192124	x_1: 1937.2367801107252	
t: 5.239999999999933	x_0: -765.8494530746026	x_1: 2013.276997371299	
t: 5.2499999999999325	x_0: -745.341416868883	x_1: 2087.343738043898	
t: 5.259999999999932	x_0: -724.1027621941782	x_1: 2159.3643984654072	
t: 5.269999999999932	x_0: -702.1543078560491	x_1: 2229.2683806051887	
t: 5.279999999999932	x_0: -679.5175684391477	x_1: 2296.9871612685847	
t: 5.289999999999932	x_0: -656.2147332179267	x_1: 2362.4543592665996	
t: 5.299999999999931	x_0: -632.2686444059839	x_1: 2425.6058004859156	
t: 5.309999999999931	x_0: -607.7027747653658	x_1: 2486.379580795464	
t: 5.319999999999931	x_0: -582.5412045977762	x_1: 2544.71612672788	
t: 5.329999999999931	x_0: -556.8085981402445	x_1: 2600.558253876365	
t: 5.339999999999931	x_0: -530.5301793883921	x_1: 2653.8512229497096	
t: 5.34999999999993	x_0: -503.7317073709947	x_1: 2704.5427934305267	
t: 5.35999999999993	x_0: -476.43945090007765	x_1: 2752.583274784103	
t: 5.36999999999993	x_0: -448.6801628212956	x_1: 2797.9255751676665	
t: 5.37999999999993	x_0: -420.4810537898365	x_1: 2840.525247592321	
t: 5.3899999999999295	x_0: -391.86976559755624	x_1: 2880.340533492405	
t: 5.399999999999929	x_0: -362.8743440774894	x_1: 2917.332403659554	
t: 5.409999999999929	x_0: -333.5232116122959	x_1: 2951.4645965013547	
t: 5.419999999999929	x_0: -303.8451392735923	x_1: 2982.703653587074	
t: 5.429999999999929	x_0: -273.86921861947746	x_1: 3011.018952445628	
t: 5.4399999999999284	x_0: -243.62483317789764	x_1: 3036.3827365836387	
t: 5.449999999999928	x_0: -213.1416296438041	x_1: 3058.7701426941467	
t: 5.459999999999928	x_0: -182.44948881833716	x_1: 3078.1592250293193	
t: 5.469999999999928	x_0: -151.57849631852298	x_1: 3094.530976913252	
t: 5.479999999999928	x_0: -120.55891308619438	x_1: 3107.8693493737796	
t: 5.489999999999927	x_0: -89.42114572504434	x_1: 3118.1612668750336	
t: 5.499999999999927	x_0: -58.19571669488873	x_1: 3125.396640135319	
t: 5.509999999999927	x_0: -26.913234392355044	x_1: 3129.5683760177517	
t: 5.519999999999927	x_0: 4.3956368526747305	x_1: 3130.672384483954	
t: 5.5299999999999265	x_0: 35.700206835456456	x_1: 3128.7075826039945	
t: 5.539999999999926	x_0: 66.96978956014703	x_1: 3123.6758956186436	
t: 5.549999999999926	x_0: 98.173733319449	x_1: 3115.582255052896	
t: 5.559999999999926	x_0: 129.28145074065142	x_1: 3104.434593882614	
t: 5.569999999999926	x_0: 160.26244876861466	x_1: 3090.2438387590278	
t: 5.5799999999999255	x_0: 191.0863585563083	x_1: 3073.0238992987115	
t: 5.589999999999925	x_0: 221.72296523360285	x_1: 3052.791654449537	
t: 5.599999999999925	x_0: 252.14223752513377	x_1: 3029.5669359459635	
t: 5.609999999999925	x_0: 282.3143571882061	x_1: 3003.372508869887	
t: 5.619999999999925	x_0: 312.2097482418827	x_1: 2974.2340493360966	
t: 5.629999999999924	x_0: 341.79910595860514	x_1: 2942.1801193242172	
t: 5.639999999999924	x_0: 371.0534255899276	x_1: 2907.242138681805	
t: 5.649999999999924	x_0: 399.9440307982066	x_1: 2869.454354326038	
t: 5.659999999999924	x_0: 428.44260176637584	x_1: 2828.853806674194	
t: 5.6699999999999235	x_0: 456.5212029582523	x_1: 2785.4802933358187	
t: 5.679999999999923	x_0: 484.1523105021609	x_1: 2739.3763301021754	
t: 5.689999999999923	x_0: 511.3088391710366	x_1: 2690.5871092712136	
t: 5.699999999999923	x_0: 537.9641689325549	x_1: 2639.160455348909	
t: 5.709999999999923	x_0: 564.0921710432671	x_1: 2585.1467781703977	
t: 5.7199999999999225	x_0: 589.6672336611598	x_1: 2528.599023486854	
t: 5.729999999999922	x_0: 614.6642869515343	x_1: 2469.572621066552	
t: 5.739999999999922	x_0: 639.0588276615936	x_1: 2408.125430360979	
t: 5.749999999999922	x_0: 662.8269431396492	x_1: 2344.317683789266	
t: 5.759999999999922	x_0: 685.9453347754035	x_1: 2278.2119276965236	
t: 5.769999999999921	x_0: 708.3913408383288	x_1: 2209.8729610439627	
t: 5.779999999999921	x_0: 730.1429586917576	x_1: 2139.367771890895	
t: 5.789999999999921	x_0: 751.1788663609076	x_1: 2066.765471730876	
t: 5.799999999999921	x_0: 771.4784434336995	x_1: 1992.137227746359	
t: 5.809999999999921	x_0: 791.0217912738806	x_1: 1915.5561930482609	
t: 5.81999999999992	x_0: 809.789752526639	x_1: 1837.097434968827	
t: 5.82999999999992	x_0: 827.7639298975892	x_1: 1756.8378614780815	
t: 5.83999999999992	x_0: 844.9267041867201	x_1: 1674.8561457959936	
t: 5.84999999999992	x_0: 861.2612515596286	x_1: 1591.232649274255	
t: 5.8599999999999195	x_0: 876.751560039107	x_1: 1506.049342623267	
t: 5.869999999999919	x_0: 891.3824452009204	x_1: 1419.389725561549	
t: 5.879999999999919	x_0: 905.1395650583875	x_1: 1331.3387449663337	
t: 5.889999999999919	x_0: 918.0094341211721	x_1: 1241.9827116055783	
t: 5.899999999999919	x_0: 929.9794366145086	x_1: 1151.4092155330168	
t: 5.909999999999918	x_0: 941.0378388458977	x_1: 1059.7070402291838	
t: 5.919999999999918	x_0: 951.173800707155	x_1: 966.9660755725736	
t: 5.929999999999918	x_0: 960.3773863005342	x_1: 873.2772297262418	
t: 5.939999999999918	x_0: 968.6395736785094	x_1: 778.7323400262236	
t: 5.949999999999918	x_0: 975.9522636876691	x_1: 683.4240829591168	
t: 5.959999999999917	x_0: 982.3082879080533	x_1: 587.4458833170753	
t: 5.969999999999917	x_0: 987.7014156801491	x_1: 490.89182261926067	
t: 5.979999999999917	x_0: 992.1263602126585	x_1: 393.85654688952263	
t: 5.989999999999917	x_0: 995.5787837650495	x_1: 296.4351738807062	
t: 5.9999999999999165	x_0: 998.0553018998116	x_1: 198.7231998365298	
t: 6.009999999999916	x_0: 999.553486800246	x_1: 100.81640588242836	
t: 6.019999999999916	x_0: 1000.0718696505381	x_1: 2.8107641371218364	
t: 6.029999999999916	x_0: 999.6099420757806	x_1: -95.19765636305809	
t: 6.039999999999916	x_0: 998.1681566405329	x_1: -193.11278383486672	
t: 6.0499999999999154	x_0: 995.7479264054303	x_1: -290.8386379215599	
t: 6.059999999999915	x_0: 992.3516235422761	x_1: -388.2794237767105	
t: 6.069999999999915	x_0: 987.9825770089733	x_1: -485.33962596620296	
t: 6.079999999999915	x_0: 982.6450692865768	x_1: -581.9241020963589	
t: 6.089999999999915	x_0: 976.3443321816628	x_1: -677.9381760764162	
t: 6.099999999999914	x_0: 969.0865416981296	x_1: -773.2877309239417	
t: 6.109999999999914	x_0: 960.8788119834581	x_1: -867.8793010222057	
t: 6.119999999999914	x_0: 951.7291883553642	x_1: -961.6201637390838	
t: 6.129999999999914	x_0: 941.6466394156791	x_1: -1054.4184303176773	
t: 6.1399999999999135	x_0: 930.6410482591887	x_1: -1146.1831359495582	
t: 6.149999999999913	x_0: 918.723202786046	x_1: -1236.8243289423433	
t: 6.159999999999913	x_0: 905.9047851272575	x_1: -1326.253158894194	
t: 6.169999999999913	x_0: 892.1983601936032	x_1: -1414.381963788807	
t: 6.179999999999913	x_0: 877.6173633592202	x_1: -1501.1243559255236	
t: 6.1899999999999125	x_0: 862.176087291919	x_1: -1586.3953066003237	
t: 6.199999999999912	x_0: 845.8896679431427	x_1: -1670.1112294546976	
t: 6.209999999999912	x_0: 828.7740697113036	x_1: -1752.190062410693	
t: 6.219999999999912	x_0: 810.8460697930382	x_1: -1832.5513481118194	
t: 6.229999999999912	x_0: 792.1232417377214	x_1: -1911.1163127909624	
t: 6.239999999999911	x_0: 772.6239382213603	x_1: -1987.8079434879915	
t: 6.249999999999911	x_0: 752.3672730567519	x_1: -2062.5510635413757	
t: 6.259999999999911	x_0: 731.3731024575403	x_1: -2135.272406279802	
t: 6.269999999999911	x_0: 709.6620055745381	x_1: -2205.900686841564	
t: 6.2799999999999105	x_0: 687.2552643233909	x_1: -2274.3666720513165	
t: 6.28999999999991	x_0: 664.1748425233592	x_1: -2340.6032482857036	
t: 6.29999999999991	x_0: 640.4433643676657	x_1: -2404.5454872613327	
t: 6.30999999999991	x_0: 616.0840922465122	x_1: -2466.130709680606	
t: 6.31999999999991	x_0: 591.1209039445054	x_1: -2525.2985466730206	
t: 6.3299999999999095	x_0: 565.5782692348423	x_1: -2581.9909989717125	
t: 6.339999999999909	x_0: 539.4812258932001	x_1: -2636.152493767231	
t: 6.349999999999909	x_0: 512.8553551548401	x_1: -2687.7299391828187	
t: 6.359999999999909	x_0: 485.7267566389861	x_1: -2736.6727763177937	
t: 6.369999999999909	x_0: 458.1220227650551	x_1: -2782.9330288080187	
t: 6.379999999999908	x_0: 430.06821268582	x_1: -2826.4653498548782	
t: 6.389999999999908	x_0: 401.5928257630552	x_1: -2867.22706667666	
t: 6.399999999999908	x_0: 372.7237746116647	x_1: -2905.1782223387677	
t: 6.409999999999908	x_0: 343.4893577387173	x_1: -2940.2816149217647	
t: 6.419999999999908	x_0: 313.91823180420766	x_1: -2972.502833988847	
t: 6.429999999999907	x_0: 284.0393835307351	x_1: -3001.810294317005	
t: 6.439999999999907	x_0: 253.882101289635	x_1: -3028.175266858802	
t: 6.449999999999907	x_0: 223.47594639141505	x_1: -3051.5719069044253	
t: 6.459999999999907	x_0: 192.850724108639	x_1: -3071.977279416401	
t: 6.4699999999999065	x_0: 162.03645445966177	x_1: -3089.3713815121337	
t: 6.479999999999906	x_0: 131.0633427818552	x_1: -3103.7371620722397	
t: 6.489999999999906	x_0: 99.9617501231697	x_1: -3115.060538455446	
t: 6.499999999999906	x_0: 68.76216348105488	x_1: -3123.3304103036735	
t: 6.509999999999906	x_0: 37.49516591791243	x_1: -3128.538670423768	
t: 6.519999999999905	x_0: 6.191406582374974	x_1: -3130.6802127352157	
t: 6.529999999999905	x_0: -25.11842933420255	x_1: -3129.752937276048	
t: 6.539999999999905	x_0: -56.40365067658927	x_1: -3125.7577522620313	
t: 6.549999999999905	x_0: -87.63359041037805	x_1: -3118.698573197117	
t: 6.559999999999905	x_0: -118.77763568304813	x_1: -3108.5823190360334	
t: 6.569999999999904	x_0: -149.80525783192377	x_1: -3095.418905402767	
t: 6.579999999999904	x_0: -180.6860423096138	x_1: -3079.221234871591	
t: 6.589999999999904	x_0: -211.389718497598	x_1: -3060.005184320162	
t: 6.599999999999904	x_0: -241.8861893787358	x_1: -3037.78958936708	
t: 6.6099999999999035	x_0: -272.14556103961104	x_1: -3012.5962259091743	
t: 6.619999999999903	x_0: -302.13817197379336	x_1: -2984.449788776597	
t: 6.629999999999903	x_0: -331.8346221572922	x_1: -2953.377867526665	
t: 6.639999999999903	x_0: -361.2058018677018	x_1: -2919.410919400162	
t: 6.649999999999903	x_0: -390.2229202187882	x_1: -2882.582239466621	
t: 6.659999999999902	x_0: -418.8575333825472	x_1: -2842.927927987841	
t: 6.669999999999902	x_0: -447.08157247106817	x_1: -2800.4868550316373	
t: 6.679999999999902	x_0: -474.8673710508737	x_1: -2755.300622370507	
t: 6.689999999999902	x_0: -502.18769226276385	x_1: -2707.41352270256	
t: 6.699999999999902	x_0: -529.0157555205807	x_1: -2656.8724962346846	
t: 6.709999999999901	x_0: -555.3252627627224	x_1: -2603.727084670513	
t: 6.719999999999901	x_0: -581.0904242306739	x_1: -2548.0293826482775	
t: 6.729999999999901	x_0: -606.2859837492837	x_1: -2489.833986676174	
t: 6.739999999999901	x_0: -630.8872434840083	x_1: -2429.1979416152726	
t: 6.7499999999999005	x_0: -654.8700881508539	x_1: -2366.1806847624484	
t: 6.7599999999999	x_0: -678.2110086552844	x_1: -2300.8439875881313	
t: 6.7699999999999	x_0: -700.8871251369246	x_1: -2233.251895185995	
t: 6.7799999999999	x_0: -722.8762093974675	x_1: -2163.4706634939353	
t: 6.7899999999999	x_0: -744.1567066898021	x_1: -2091.5686943478713	
t: 6.7999999999998995	x_0: -764.7077568470029	x_1: -2017.6164684320402	
t: 6.809999999999899	x_0: -784.5092147304682	x_1: -1941.6864761915022	
t: 6.819999999999899	x_0: -803.5416699771653	x_1: -1863.8531467745825	
t: 6.829999999999899	x_0: -821.7864660266223	x_1: -1784.1927750749007	
t: 6.839999999999899	x_0: -839.2257184090182	x_1: -1702.7834469445052	
t: 6.849999999999898	x_0: -855.8423322764429	x_1: -1619.7049626514186	
t: 6.859999999999898	x_0: -871.6200191601416	x_1: -1535.038758656628	
t: 6.869999999999898	x_0: -886.5433129373195	x_1: -1448.8678277871925	
t: 6.879999999999898	x_0: -900.597584991852	x_1: -1361.2766378837196	
t: 6.8899999999998975	x_0: -913.7690585540432	x_1: -1272.351049001955	
t: 6.899999999999897	x_0: -926.0448222053712	x_1: -1182.1782292496478	
t: 6.909999999999897	x_0: -937.4128425349871	x_1: -1090.846569341189	
t: 6.919999999999897	x_0: -947.8619759355569	x_1: -998.4455959537831	
t: 6.929999999999897	x_0: -957.3819795268863	x_1: -905.0658839700812	
t: 6.9399999999998965	x_0: -965.9635211966189	x_1: -810.798967693301	
t: 6.949999999999896	x_0: -973.5981887481655	x_1: -715.7372511218626	
t: 6.959999999999896	x_0: -980.2784981468975	x_1: -619.9739173714927	
t: 6.969999999999896	x_0: -985.9979008565205	x_1: -523.6028373335847	
t: 6.979999999999896	x_0: -990.7507902584366	x_1: -426.71847765935223	
t: 6.989999999999895	x_0: -994.5325071478035	x_1: -329.41580815997236	
t: 6.999999999999895	x_0: -997.3393443009007	x_1: -231.79020871348922	
t: 7.009999999999895	x_0: -999.1685501093282	x_1: -133.93737576973132	
t: 7.019999999999895	x_0: -1000.0183312774719	x_1: -35.95322854488997	
t: 7.0299999999998946	x_0: -999.8878545805949	x_1: 62.06618500228929	
t: 7.039999999999894	x_0: -998.7772476818275	x_1: 160.02478232053647	
t: 7.049999999999894	x_0: -996.687599007258	x_1: 257.8265404500185	
t: 7.059999999999894	x_0: -993.6209566792443	x_1: 355.3755901479093	
t: 7.069999999999894	x_0: -989.5803265089924	x_1: 452.57630986330275	
t: 7.0799999999998935	x_0: -984.56966905037	x_1: 549.3334194693509	
t: 7.089999999999893	x_0: -978.5938957178417	x_1: 645.5520736607473	
t: 7.099999999999893	x_0: -971.6588639723325	x_1: 741.1379549250021	
t: 7.109999999999893	x_0: -963.7713715797361	x_1: 835.9973659963774	
t: 7.119999999999893	x_0: -954.9391499476982	x_1: 930.0373217018533	
t: 7.129999999999892	x_0: -945.1708565472053	x_1: 1023.1656401090938	
t: 7.139999999999892	x_0: -934.4760664264062	x_1: 1115.2910328870664	
t: 7.149999999999892	x_0: -922.8652628249866	x_1: 1206.3231947907395	
t: 7.159999999999892	x_0: -910.349826898295	x_1: 1296.1728921821407	
t: 7.169999999999892	x_0: -896.9420265612933	x_1: 1384.7520505010043	
