t: 0	x_0: 1000	x_1: 0	
t: 7.179999999999891	x_0: -882.6550044632683	x_1: 1471.9738405992655	
t: 7.189999999999891	x_0: -867.5027651050887	x_1: 1557.7527638547722	
t: 7.199999999999891	x_0: -851.5001611116394	x_1: 1642.004735980782	
t: 7.209999999999891	x_0: -834.6628786728869	x_1: 1724.6471694490922	
t: 7.2199999999998905	x_0: -817.0074221678462	x_1: 1805.599054446005	
t: 7.22999999999989	x_0: -798.5510979865239	x_1: 1884.7810382817754	
t: 7.23999999999989	x_0: -779.3119975656928	x_1: 1962.1155031756966	
t: 7.24999999999989	x_0: -759.3089796551286	x_1: 2037.5266423405785	
t: 7.25999999999989	x_0: -738.5616518316918	x_1: 2110.940534292034	
t: 7.269999999999889	x_0: -717.090351279374	x_1: 2182.285215309737	
t: 7.279999999999889	x_0: -694.9161248541498	x_1: 2251.4907499796136	
t: 7.289999999999889	x_0: -672.060708453175	x_1: 2318.48929974783	
t: 7.299999999999889	x_0: -648.5465057085547	x_1: 2383.215189419365	
t: 7.309999999999889	x_0: -624.3965660265638	x_1: 2445.6049715359877	
t: 7.319999999999888	x_0: -599.634561993851	x_1: 2505.597488570538	
t: 7.329999999999888	x_0: -574.2847661727686	x_1: 2563.133932876536	
t: 7.339999999999888	x_0: -548.3720273085786	x_1: 2618.157904334358	
t: 7.349999999999888	x_0: -521.9217459718539	x_1: 2670.615465637475	
t: 7.3599999999998875	x_0: -494.9598496599529	x_1: 2720.4551951645544	
t: 7.369999999999887	x_0: -467.51276738197396	x_1: 2767.6282373855993	
t: 7.379999999999887	x_0: -439.6074037521008	x_1: 2812.0883507527137	
t: 7.389999999999887	x_0: -411.27111261673514	x_1: 2853.791953028551	
t: 7.399999999999887	x_0: -382.5316702412674	x_1: 2892.6981640080066	
t: 7.4099999999998865	x_0: -353.4172480827691	x_1: 2928.768845591287	
t: 7.419999999999886	x_0: -323.9563851752957	x_1: 2961.968639169059	
t: 7.429999999999886	x_0: -294.1779601548692	x_1: 2992.265000283045	
t: 7.439999999999886	x_0: -264.11116295156285	x_1: 3019.628230528084	
t: 7.449999999999886	x_0: -233.78546617643573	x_1: 3044.0315066643784	
t: 7.459999999999885	x_0: -203.2305962313655	x_1: 3065.4509069114038	
t: 7.469999999999885	x_0: -172.47650417009808	x_1: 3083.865434397691	
t: 7.479999999999885	x_0: -141.55333633907782	x_1: 3099.257037743506	
t: 7.489999999999885	x_0: -110.4914048268366	x_1: 3111.610628756241	
t: 7.4999999999998845	x_0: -79.32115775090904	x_1: 3120.9140972211803	
t: 7.509999999999884	x_0: -48.073149411399285	x_1: 3127.158322773131	
t: 7.519999999999884	x_0: -16.778010340456387	x_1: 3130.3371838372896	
t: 7.529999999999884	x_0: 14.533582722983333	x_1: 3130.447563630574	
t: 7.539999999999884	x_0: 45.83093690375482	x_1: 3127.489353217543	
t: 7.5499999999998835	x_0: 77.08337327684741	x_1: 3121.4654516178985	
t: 7.559999999999883	x_0: 108.26025694012074	x_1: 3112.3817629654745	
t: 7.569999999999883	x_0: 139.33102704387483	x_1: 3100.2471907214895	
t: 7.579999999999883	x_0: 170.26522674783823	x_1: 3085.0736289477363	
t: 7.589999999999883	x_0: 201.03253307620915	x_1: 3066.875950648264	
t: 7.599999999999882	x_0: 231.60278664148444	x_1: 3045.671993190978	
t: 7.609999999999882	x_0: 261.9460212079399	x_1: 3021.4825408234487	
t: 7.619999999999882	x_0: 292.0324930657825	x_1: 2994.331304300067	
t: 7.629999999999882	x_0: 321.8327101871809	x_1: 2964.2448976405135	
t: 7.6399999999998816	x_0: 351.31746113559433	x_1: 2931.252812042326	
t: 7.649999999999881	x_0: 380.4578437000612	x_1: 2895.387386973137	
t: 7.659999999999881	x_0: 409.2252932263795	x_1: 2856.683778470914	
t: 7.669999999999881	x_0: 437.5916106174077	x_1: 2815.1799246832784	
t: 7.679999999999881	x_0: 465.528989975038	x_1: 2770.9165086796775	
t: 7.6899999999998805	x_0: 493.01004585674696	x_1: 2723.9369185728706	
t: 7.69999999999988	x_0: 520.0078401200059	x_1: 2674.2872049888088	
t: 7.70999999999988	x_0: 546.4959083282351	x_1: 2622.0160359266038	
t: 7.71999999999988	x_0: 572.4482856924203	x_1: 2567.1746490528326	
t: 7.72999999999988	x_0: 597.8395325229593	x_1: 2509.8168014769394	
t: 7.739999999999879	x_0: 622.6447591667925	x_1: 2449.9987170569657	
t: 7.749999999999879	x_0: 646.8396504053704	x_1: 2387.779031287262	
t: 7.759999999999879	x_0: 670.4004892895445	x_1: 2323.218733822205	
t: 7.769999999999879	x_0: 693.3041803880146	x_1: 2256.381108692257	
t: 7.779999999999879	x_0: 715.5282724265471	x_1: 2187.3316722709724	
t: 7.789999999999878	x_0: 737.0509802957679	x_1: 2116.138109053758	
t: 7.799999999999878	x_0: 757.8512064059605	x_1: 2042.8702053113363	
t: 7.809999999999878	x_0: 777.9085613679349	x_1: 1967.5997806829496	
t: 7.819999999999878	x_0: 797.2033839796941	x_1: 1890.4006177763574	
t: 7.8299999999998775	x_0: 815.7167604993076	x_1: 1811.348389843637	
t: 7.839999999999877	x_0: 833.4305431850993	x_1: 1730.5205866036815	
t: 7.849999999999877	x_0: 850.3273680849754	x_1: 1647.996438284106	
t: 7.859999999999877	x_0: 866.3906720574548	x_1: 1563.8568379570193	
t: 7.869999999999877	x_0: 881.6047090077169	x_1: 1478.1842622447898	
t: 7.879999999999876	x_0: 895.954565322751	x_1: 1391.0626904735336	
t: 7.889999999999876	x_0: 909.4261744904782	x_1: 1302.577522353572	
t: 7.899999999999876	x_0: 922.0063308885135	x_1: 1212.815494267552	
t: 7.909999999999876	x_0: 933.6827027290536	x_1: 1121.8645942482865	
t: 7.919999999999876	x_0: 944.4438441471992	x_1: 1029.8139757296576	
t: 7.929999999999875	x_0: 954.2792064208637	x_1: 936.7538701551246	
t: 7.939999999999875	x_0: 963.1791483112687	x_1: 842.7754985295039	
t: 7.949999999999875	x_0: 971.1349455138912	x_1: 747.9709820007201	
t: 7.959999999999875	x_0: 978.1387992105966	x_1: 652.4332515591784	
t: 7.9699999999998745	x_0: 984.1838437145752	x_1: 556.2559569432759	
t: 7.979999999999874	x_0: 989.2641532005879	x_1: 459.53337484034535	
t: 7.989999999999874	x_0: 993.374747513923	x_1: 362.360316473016	
t: 7.999999999999874	x_0: 996.5115970523714	x_1: 264.83203466157977	
t: 8.009999999999874	x_0: 998.6716267164315	x_1: 167.0441304534632	
t: 8.019999999999873	x_0: 999.8527189238752	x_1: 69.09245941133071	
t: 8.029999999999873	x_0: 1000.0537156857158	x_1: -28.926962348320615	
t: 8.039999999999873	x_0: 999.2744197415466	x_1: -126.9180522739701	
t: 8.049999999999873	x_0: 997.5155947531335	x_1: -224.78475556302743	
t: 8.059999999999873	x_0: 994.7789645560742	x_1: -322.43113931860864	
t: 8.069999999999872	x_0: 991.0672114702556	x_1: -419.7614865868378	
t: 8.079999999999872	x_0: 986.3839736707669	x_1: -516.6803901824953	
t: 8.089999999999872	x_0: 980.7338416218432	x_1: -613.0928462110411	
t: 8.099999999999872	x_0: 974.1223535773381	x_1: -708.9043471953383	
t: 8.109999999999872	x_0: 966.5559901521318	x_1: -804.0209747157918	
t: 8.119999999999871	x_0: 958.0421679697994	x_1: -898.34949147309	
t: 8.129999999999871	x_0: 948.5892323927633	x_1: -991.7974326833086	
t: 8.139999999999871	x_0: 938.2064493420578	x_1: -1084.2731967157845	
t: 8.14999999999987	x_0: 926.9039962147224	x_1: -1175.6861348849154	
t: 8.15999999999987	x_0: 914.692951907728	x_1: -1265.9466403078645	
t: 8.16999999999987	x_0: 901.5852859582146	x_1: -1354.966235741071	
t: 8.17999999999987	x_0: 887.5938468106843	x_1: -1442.657660309463	
t: 8.18999999999987	x_0: 872.7323492226525	x_1: -1528.9349550433583	
t: 8.19999999999987	x_0: 857.0153608210998	x_1: -1613.713547139207	
t: 8.20999999999987	x_0: 840.4582878229054	x_1: -1696.9103328615768	
t: 8.21999999999987	x_0: 823.0773599332564	x_1: -1778.4437590051193	
t: 8.229999999999869	x_0: 804.8896144368379	x_1: -1858.233902836666	
t: 8.239999999999869	x_0: 785.9128794973972	x_1: -1936.202550439086	
t: 8.249999999999869	x_0: 766.1657566820526	x_1: -2012.2732733801158	
t: 8.259999999999868	x_0: 745.6676027274772	x_1: -2086.371503631001	
t: 8.269999999999868	x_0: 724.4385105658307	x_1: -2158.4246066615146	
t: 8.279999999999868	x_0: 702.4992896290383	x_1: -2228.361952639702	
t: 8.289999999999868	x_0: 679.8714454507231	x_1: -2296.1149856665543	
t: 8.299999999999867	x_0: 656.5771585857866	x_1: -2361.6172909777483	
t: 8.309999999999867	x_0: 632.6392628683021	x_1: -2424.8046600465764	
t: 8.319999999999867	x_0: 608.0812230290309	x_1: -2485.615153524247	
t: 8.329999999999867	x_0: 582.9271116945042	x_1: -2543.9891619558653	
t: 8.339999999999867	x_0: 557.2015857902153	x_1: -2599.8694642125683	
t: 8.349999999999866	x_0: 530.9298623710524	x_1: -2653.2012835825453	
t: 8.359999999999866	x_0: 504.13769390266515	x_1: -2703.932341465953	
t: 8.369999999999866	x_0: 476.8513430179933	x_1: -2752.012908621096	
t: 8.379999999999866	x_0: 449.09755677370356	x_1: -2797.3958539116347	
t: 8.389999999999866	x_0: 420.9035404317681	x_1: -2840.036690507041	
t: 8.399999999999865	x_0: 392.2969307918861	x_1: -2879.8936194910057	
t: 8.409999999999865	x_0: 363.305769100888	x_1: -2916.92757083506	
t: 8.419999999999865	x_0: 333.958473565678	x_1: -2951.102241697238	
t: 8.429999999999865	x_0: 304.2838114966584	x_1: -2982.3841320082424	
t: 8.439999999999864	x_0: 274.31087110894265	x_1: -3010.742577310231	
t: 8.449999999999864	x_0: 244.06903300899697	x_1: -3036.1497788160254	
t: 8.459999999999864	x_0: 213.5879413946623	x_1: -3058.580830659287	
t: 8.469999999999864	x_0: 182.89747499678603	x_1: -3078.013744308941	
t: 8.479999999999864	x_0: 152.0277177909482	x_1: -3094.4294701239146	
t: 8.489999999999863	x_0: 121.0089295079915	x_1: -3107.8119160270667	
t: 8.499999999999863	x_0: 89.8715159722619	x_1: -3118.1479632799965	
t: 8.509999999999863	x_0: 58.64599929663553	x_1: -3125.427479343271	
t: 8.519999999999863	x_0: 27.362987963547468	x_1: -3129.6433278094632	
t: 8.529999999999863	x_0: -3.9468531786493024	x_1: -3130.7913753992643	
t: 8.539999999999862	x_0: -35.25283297458441	x_1: -3128.870496013811	
t: 8.549999999999862	x_0: -66.52426404656498	x_1: -3123.882571839255	
t: 8.559999999999862	x_0: -97.73049287557471	x_1: -3115.8324915024905	
t: 8.569999999999862	x_0: -128.8409298490906	x_1: -3104.728145279848	
t: 8.579999999999862	x_0: -159.82507924626302	x_1: -3090.58041736345	
t: 8.589999999999861	x_0: -190.65256913106685	x_1: -3073.4031751928082	
t: 8.599999999999861	x_0: -221.2931811241207	x_1: -3053.2132558621192	
t: 8.60999999999986	x_0: -251.71688002399108	x_1: -3030.030449616583	
t: 8.61999999999986	x_0: -281.89384324894513	x_1: -3003.87748045392	
t: 8.62999999999986	x_0: -311.79449007029234	x_1: -2974.779983850101	
t: 8.63999999999986	x_0: -341.3895106086589	x_1: -2942.7664816311258	
t: 8.64999999999986	x_0: -370.6498945647719	x_1: -2907.868354015478	
t: 8.65999999999986	x_0: -399.54695965658993	x_1: -2870.1198088546626	
t: 8.66999999999986	x_0: -428.05237973490483	x_1: -2829.557848101978	
t: 8.67999999999986	x_0: -456.13821254985453	x_1: -2786.2222315423874	
t: 8.68999999999986	x_0: -483.77692714112897	x_1: -2740.155437819046	
t: 8.699999999999859	x_0: -510.9414308250203	x_1: -2691.402622794684	
t: 8.709999999999859	x_0: -537.6050957518629	x_1: -2640.0115752886622	
t: 8.719999999999859	x_0: -563.7417850078311	x_1: -2586.032670233088	
t: 8.729999999999858	x_0: -589.3258782355082	x_1: -2529.5188192939063	
t: 8.739999999999858	x_0: -614.3322967481118	x_1: -2470.5254190053724	
t: 8.749999999999858	x_0: -638.736528112759	x_1: -2409.1102964687448	
t: 8.759999999999858	x_0: -662.5146501786711	x_1: -2345.3336526684247	
t: 8.769999999999857	x_0: -685.6433545267678	x_1: -2279.2580034611074	
t: 8.779999999999857	x_0: -708.0999693176608	x_1: -2210.9481182957884	
t: 8.789999999999857	x_0: -729.862481515653	x_1: -2140.4709567246928	
t: 8.799999999999857	x_0: -750.9095584669573	x_1: -2067.8956027673635	
t: 8.809999999999857	x_0: -771.2205688109821	x_1: -1993.2931971922455	
t: 8.819999999999856	x_0: -790.7756027041871	x_1: -1916.736867782145	
t: 8.829999999999856	x_0: -809.5554913366835	x_1: -1838.3016576519215	
t: 8.839999999999856	x_0: -827.5418257224478	x_1: -1758.064451688677	
t: 8.849999999999856	x_0: -844.7169747447306	x_1: -1676.1039011865498	
t: 8.859999999999856	x_0: -861.0641024389712	x_1: -1592.5003467499848	
t: 8.869999999999855	x_0: -876.5671844962759	x_1: -1507.335739541058	
t: 8.879999999999855	x_0: -891.2110239712833	x_1: -1420.693560948048	
t: 8.889999999999855	x_0: -904.9812661790179	x_1: -1332.6587407539976	
t: 8.899999999999855	x_0: -917.8644127661302	x_1: -1243.3175738854843	
t: 8.909999999999854	x_0: -929.8478349427296	x_1: -1152.7576358231997	
t: 8.919999999999854	x_0: -940.9197858618396	x_1: -1061.0676967572588	
t: 8.929999999999854	x_0: -951.0694121343399	x_1: -968.3376345713874	
t: 8.939999999999854	x_0: -960.286764468108	x_1: -874.6583467412821	
t: 8.949999999999854	x_0: -968.5628074209314	x_1: -780.1216612335043	
t: 8.959999999999853	x_0: -975.8894282576302	x_1: -684.8202464922485	
t: 8.969999999999853	x_0: -982.2594449027065	x_1: -588.8475206022196	
t: 8.979999999999853	x_0: -987.6666129807263	x_1: -492.29755971665924	
t: 8.989999999999853	x_0: -992.1056319375324	x_1: -395.2650058402869	
t: 8.999999999999853	x_0: -995.5721502362859	x_1: -297.84497405754695	
t: 9.009999999999852	x_0: -998.0627696232456	x_1: -200.13295929710273	
t: 9.019999999999852	x_0: -999.5750484591013	x_1: -102.22474272396907	
t: 9.029999999999852	x_0: -1000.107504112596	x_1: -4.216297851042384	
t: 9.039999999999852	x_0: -999.6596144140913	x_1: 93.79630353793904	
t: 9.049999999999851	x_0: -998.231818167649	x_1: 191.7169855617864	
t: 9.059999999999851	x_0: -995.8255147211289	x_1: 289.4497624192907	
t: 9.069999999999851	x_0: -992.4430625947226	x_1: 386.8988324783759	
t: 9.07999999999985	x_0: -988.0877771692675	x_1: 483.9686721847443	
t: 9.08999999999985	x_0: -982.7639274366071	x_1: 580.564129697962	
t: 9.09999999999985	x_0: -976.4767318151836	x_1: 676.5905181631975	
t: 9.10999999999985	x_0: -969.2323530349622	x_1: 771.9537085271855	
t: 9.11999999999985	x_0: -961.0378920967032	x_1: 866.5602218074335	
t: 9.12999999999985	x_0: -951.9013813115015	x_1: 960.3173207242248	
t: 9.13999999999985	x_0: -941.8317764274166	x_1: 1053.133100605597	
t: 9.14999999999985	x_0: -930.8389478509112	x_1: 1144.916579476187	
t: 9.15999999999985	x_0: -918.9336709717023	x_1: 1235.577787241633	
t: 9.169999999999849	x_0: -906.1276156005099	x_1: 1325.0278538811112	
t: 9.179999999999849	x_0: -892.4333345300545	x_1: 1413.1790965615594	
t: 9.189999999999849	x_0: -877.8642512305191	x_1: 1499.9451055881896	
t: 9.199999999999848	x_0: -862.4346466915342	x_1: 1585.2408291070421	
t: 9.209999999999848	x_0: -846.159645423585	x_1: 1668.9826564765501	
t: 9.219999999999848	x_0: -829.0552006325619	x_1: 1751.0885002263879	
t: 9.229999999999848	x_0: -811.138078581988	x_1: 1831.477876523268	
t: 9.239999999999847	x_0: -792.4258421582501	x_1: 1910.0719840648064	
t: 9.249999999999847	x_0: -772.9368336549445	x_1: 1986.7937813241233	
t: 9.259999999999847	x_0: -752.6901567932124	x_1: 2061.568062069459	
t: 9.269999999999847	x_0: -731.7056579956891	x_1: 2134.3215290847797	
t: 9.279999999999847	x_0: -710.0039069324234	x_1: 2204.9828660191056	
t: 9.289999999999846	x_0: -687.6061763578355	x_1: 2273.4828072941336	
t: 9.299999999999846	x_0: -664.5344212584788	x_1: 2339.7542060016276	
t: 9.309999999999846	x_0: -640.8112573320459	x_1: 2403.7320997240176	
t: 9.319999999999846	x_0: -616.459938818713	x_1: 2465.353774213693	
t: 9.329999999999846	x_0: -591.5043357065549	x_1: 2524.558824868562	
t: 9.339999999999845	x_0: -565.9689103333731	x_1: 2581.2892159436187	
t: 9.349999999999845	x_0: -539.8786934078735	x_1: 2635.489337440477	
t: 9.359999999999845	x_0: -513.2592594736989	x_1: 2687.106059619103	
t: 9.369999999999845	x_0: -486.13670184036573	x_1: 2736.088785078312	
t: 9.379999999999844	x_0: -458.53760700568085	x_1: 2782.3894983539794	
t: 9.389999999999844	x_0: -430.48902859470826	x_1: 2825.9628129863427	
t: 9.399999999999844	x_0: -402.0184608408334	x_1: 2866.766016010261	
t: 9.409999999999844	x_0: -373.15381163491884	x_1: 2904.7591098248176	
t: 9.419999999999844	x_0: -343.9233751689695	x_1: 2939.9048514012256	
t: 9.429999999999843	x_0: -314.3558042011245	x_1: 2972.1687887905982	
t: 9.439999999999843	x_0: -284.48008196916	x_1: 3001.519294895801	
t: 9.449999999999843	x_0: -254.32549378003708	x_1: 3027.92759847428	
t: 9.459999999999843	x_0: -223.92159830334205	x_1: 3051.367812341471	
t: 9.469999999999843	x_0: -193.2981985967587	x_1: 3071.816958747151	
t: 9.479999999999842	x_0: -162.4853128919748	x_1: 3089.2549918998475	
t: 9.489999999999842	x_0: -131.51314516965925	x_1: 3103.6648176172303	
t: 9.499999999999842	x_0: -100.41205555235382	x_1: 3115.0323100832243	
t: 9.509999999999842	x_0: -69.21253054430092	x_1: 3123.346325695414	
t: 9.519999999999841	x_0: -37.94515314738007	x_1: 3128.598713989165	
t: 9.529999999999841	x_0: -6.640572882446204	x_1: 3130.7843256277533	
t: 9.539999999999841	x_0: 24.67052425454373	x_1: 3129.9010174506757	
t: 9.54999999999984	x_0: 55.95744587216576	x_1: 3125.9496545751795	
t: 9.55999999999984	x_0: 87.1895232694402	x_1: 3118.9341095489654	
t: 9.56999999999984	x_0: 118.33614149852782	x_1: 3108.8612585548813	
t: 9.57999999999984	x_0: 149.36676937474235	x_1: 3095.740974671334	
t: 9.58999999999984	x_0: 180.25098940446208	x_1: 3079.58611819502	
t: 9.59999999999984	x_0: 210.9585276016041	x_1: 3060.412524035467	
t: 9.60999999999984	x_0: 241.45928316343398	x_1: 3038.238986193732	
t: 9.61999999999984	x_0: 271.72335797662123	x_1: 3013.0872393404807	
t: 9.62999999999984	x_0: 301.7210859246175	x_1: 2984.981937511495	
t: 9.639999999999839	x_0: 331.4230619676294	x_1: 2953.9506299415016	
t: 9.649999999999839	x_0: 360.8001709666803	x_1: 2920.0237340600024	
t: 9.659999999999838	x_0: 389.82361622350663	x_1: 2883.2345056755785	
t: 9.669999999999838	x_0: 418.4649477083129	x_1: 2843.6190063778936	
t: 9.679999999999838	x_0: 446.69608994771477	x_1: 2801.216068189354	
t: 9.689999999999838	x_0: 474.4893695455339	x_1: 2756.067255501065	
t: 9.699999999999838	x_0: 501.8175423094673	x_1: 2708.2168243304072	
t: 9.709999999999837	x_0: 528.6538199570397	x_1: 2657.7116789401575	
t: 9.719999999999837	x_0: 554.9718963746623	x_1: 2604.6013258616867	
t: 9.729999999999837	x_0: 580.7459734040556	x_1: 2548.9378253672976	
t: 9.739999999999837	x_0: 605.9507861307605	x_1: 2490.77574043927	
t: 9.749999999999837	x_0: 630.5616276499492	x_1: 2430.1720832856404	
t: 9.759999999999836	x_0: 654.5543732852572	x_1: 2367.1862594551353	
t: 9.769999999999836	x_0: 677.9055042368988	x_1: 2301.880009606047	
t: 9.779999999999836	x_0: 700.5921306358831	x_1: 2234.317348986124	
t: 9.789999999999836	x_0: 722.5920139817327	x_1: 2164.5645046828045	
t: 9.799999999999836	x_0: 743.8835889417097	x_1: 2092.6898507053	
t: 9.809999999999835	x_0: 764.4459844901813	x_1: 2018.763840962167	
t: 9.819999999999835	x_0: 784.2590443674028	x_1: 1942.8589402000578	
t: 9.829999999999835	x_0: 803.3033468376633	x_1: 1865.0495529713542	
t: 9.839999999999835	x_0: 821.5602237274264	x_1: 1785.4119507003072	
t: 9.849999999999834	x_0: 839.0117787248031	x_1: 1704.0241969191763	
t: 9.859999999999834	x_0: 855.6409049224197	x_1: 1620.9660707476553	
t: 9.869999999999834	x_0: 871.4313015864843	x_1: 1536.3189886905918	
t: 9.879999999999834	x_0: 886.3674901356129	x_1: 1450.165924830658	
t: 9.889999999999834	x_0: 900.4348293137531	x_1: 1362.5913294942009	
t: 9.899999999999833	x_0: 913.6195295423314	x_1: 1273.6810464700009	
t: 9.909999999999833	x_0: 925.9086664375557	x_1: 1183.522228862082	
t: 9.919999999999833	x_0: 937.2901934796221	x_1: 1092.2032536590593	
t: 9.929999999999833	x_0: 947.7529538214077	x_1: 999.8136351037634	
t: 9.939999999999833	x_0: 957.2866912250728	x_1: 906.4439369480647	
t: 9.949999999999832	x_0: 965.8820601158532	x_1: 812.1856836789029	
t: 9.959999999999832	x_0: 973.5306347431854	x_1: 717.1312708025466	
t: 9.969999999999832	x_0: 980.2249174401867	x_1: 621.3738742750212	
t: 9.979999999999832	x_0: 985.9583459733913	x_1: 525.0073591674882	
t: 9.989999999999831	x_0: 990.7252999755392	x_1: 428.12618765610375	
