t: 1.7900000000000014	x_0: 847.8361947540442	x_1: 2152.5838064844124	
t: 1.8000000000000014	x_0: 869.3620328188883	x_1: 2069.495859398516	
t: 1.8100000000000014	x_0: 890.0569914128735	x_1: 1984.298380182265	
t: 1.8200000000000014	x_0: 909.8999752146962	x_1: 1897.0727950238033	
t: 1.8300000000000014	x_0: 928.8707031649342	x_1: 1807.902597452763	
t: 1.8400000000000014	x_0: 946.9497291394619	x_1: 1716.8732685425996	
t: 1.8500000000000014	x_0: 964.1184618248878	x_1: 1624.0721950869324	
t: 1.8600000000000014	x_0: 980.3591837757572	x_1: 1529.5885858280933	
t: 1.8700000000000014	x_0: 995.6550696340381	x_1: 1433.513385818069	
t: 1.8800000000000014	x_0: 1009.9902034922188	x_1: 1335.9391889939334	
t: 1.8900000000000015	x_0: 1023.3495953821582	x_1: 1236.960149051696	
t: 1.9000000000000015	x_0: 1035.7191968726752	x_1: 1136.6718887042443	
t: 1.9100000000000015	x_0: 1047.0859157597176	x_1: 1035.1714074107222	
t: 1.9200000000000015	x_0: 1057.4376298338248	x_1: 932.5569876662698	
t: 1.9300000000000015	x_0: 1066.7631997104875	x_1: 828.928099942555	
t: 1.9400000000000015	x_0: 1075.052480709913	x_1: 724.3853063709273	
t: 1.9500000000000015	x_0: 1082.2963337736223	x_1: 619.0301632613558	
t: 1.9600000000000015	x_0: 1088.4866354062358	x_1: 512.9651225515408	
t: 1.9700000000000015	x_0: 1093.616286631751	x_1: 406.29343228172974	
t: 1.9800000000000015	x_0: 1097.6792209545683	x_1: 299.1190361918181	
t: 1.9900000000000015	x_0: 1100.6704113164865	x_1: 191.5464725382704	
t: 2.0000000000000013	x_0: 1102.5858760418691	x_1: 83.68077222925471	
t: 2.010000000000001	x_0: 1103.4226837641618	x_1: -24.37264362284847	
t: 2.020000000000001	x_0: 1103.1789573279334	x_1: -132.50806663173634	
t: 2.0300000000000007	x_0: 1101.8538766616161	x_1: -240.6196044498738	
t: 2.0400000000000005	x_0: 1099.4476806171174	x_1: -348.6012843627122	
t: 2.0500000000000003	x_0: 1095.9616677734903	x_1: -456.3471570631897	
t: 2.06	x_0: 1091.3981962028583	x_1: -563.7514005049917	
t: 2.07	x_0: 1085.7606821978084	x_1: -670.7084237328718	
t: 2.0799999999999996	x_0: 1079.0535979604797	x_1: -777.112970588257	
t: 2.0899999999999994	x_0: 1071.2824682545972	x_1: -882.860223188384	
t: 2.099999999999999	x_0: 1062.4538660227133	x_1: -987.8459050773346	
t: 2.109999999999999	x_0: 1052.57540697194	x_1: -1091.9663839475604	
t: 2.1199999999999988	x_0: 1041.6557431324645	x_1: -1195.1187738308106	
t: 2.1299999999999986	x_0: 1029.7045553941564	x_1: -1297.2010366577922	
t: 2.1399999999999983	x_0: 1016.7325450275785	x_1: -1398.1120830864195	
t: 2.149999999999998	x_0: 1002.7514241967143	x_1: -1497.751872499122	
t: 2.159999999999998	x_0: 987.7739054717231	x_1: -1596.0215120704001	
t: 2.1699999999999977	x_0: 971.8136903510191	x_1: -1692.823354806629	
t: 2.1799999999999975	x_0: 954.8854568029528	x_1: -1788.0610964610287	
t: 2.1899999999999973	x_0: 937.0048458383426	x_1: -1881.639871227718	
t: 2.199999999999997	x_0: 918.1884471260654	x_1: -1973.4663461198757	
t: 2.209999999999997	x_0: 898.4537836648666	x_1: -2063.44881393823	
t: 2.2199999999999966	x_0: 877.8192955254843	x_1: -2151.497284737387	
t: 2.2299999999999964	x_0: 856.3043226781105	x_1: -2237.5235756988845	
t: 2.239999999999996	x_0: 833.9290869211216	x_1: -2321.4413993213393	
t: 2.249999999999996	x_0: 810.7146729279082	x_1: -2403.1664498396094	
t: 2.259999999999996	x_0: 786.683008429512	x_1: -2482.6164877865444	
t: 2.2699999999999956	x_0: 761.8568435516465	x_1: -2559.711422612637	
t: 2.2799999999999954	x_0: 736.2597293255202	x_1: -2634.373393280698	
t: 2.289999999999995	x_0: 709.9159953927132	x_1: -2706.5268467545993	
t: 2.299999999999995	x_0: 682.8507269251671	x_1: -2776.098614303085	
t: 2.3099999999999947	x_0: 655.0897407821362	x_1: -2843.0179855417514	
t: 2.3199999999999945	x_0: 626.6595609267188	x_1: -2907.2167801384007	
t: 2.3299999999999943	x_0: 597.5873931253348	x_1: -2968.629417109219	
t: 2.339999999999994	x_0: 567.9010989542426	x_1: -3027.192981635502	
t: 2.349999999999994	x_0: 537.6291691378875	x_1: -3082.8472893330177	
t: 2.3599999999999937	x_0: 506.80069624455734	x_1: -3135.5349479085307	
t: 2.3699999999999934	x_0: 475.44534676547204	x_1: -3185.2014161404973	
t: 2.3799999999999932	x_0: 443.5933326040671	x_1: -3231.7950601235134	
t: 2.389999999999993	x_0: 411.275382002832	x_1: -3275.267206718712	
t: 2.399999999999993	x_0: 378.52270993564485	x_1: -3315.572194154989	
t: 2.4099999999999926	x_0: 345.366987994095	x_1: -3352.6674197286825	
t: 2.4199999999999924	x_0: 311.8403137968082	x_1: -3386.5133845521036	
t: 2.429999999999992	x_0: 277.97517995128715	x_1: -3417.073735304191	
t: 2.439999999999992	x_0: 243.80444259824523	x_1: -3444.315302939417	
t: 2.4499999999999917	x_0: 209.36128956885105	x_1: -3468.2081383140453	
t: 2.4599999999999915	x_0: 174.6792081857106	x_1: -3488.7255446917925	
t: 2.4699999999999913	x_0: 139.79195273879267	x_1: -3505.844107093992	
t: 2.479999999999991	x_0: 104.73351166785275	x_1: -3519.543718462394	
t: 2.489999999999991	x_0: 69.53807448322881	x_1: -3529.8076026058434	
t: 2.4999999999999907	x_0: 34.23999845717038	x_1: -3536.6223339052	
t: 2.5099999999999905	x_0: -1.126224881881619	x_1: -3539.9778537540024	
t: 2.5199999999999902	x_0: -36.52600341942164	x_1: -3539.867483715578	
t: 2.52999999999999	x_0: -71.92467825657742	x_1: -3536.2879353804747	
t: 2.53999999999999	x_0: -107.28755761038218	x_1: -3529.23931691133	
t: 2.5499999999999896	x_0: -142.57995077949548	x_1: -3518.725136265513	
t: 2.5599999999999894	x_0: -177.7672021421506	x_1: -3504.7523010891223	
t: 2.569999999999989	x_0: -212.81472515304182	x_1: -3487.3311152791916	
t: 2.579999999999989	x_0: -247.68803630583375	x_1: -3466.4752722141934	
t: 2.5899999999999888	x_0: -282.3527890279757	x_1: -3442.2018446562215	
t: 2.5999999999999885	x_0: -316.7748074745379	x_1: -3414.5312713314797	
t: 2.6099999999999883	x_0: -350.9201201878527	x_1: -3383.487340198975	
t: 2.619999999999988	x_0: -384.75499358984246	x_1: -3349.097168420565	
t: 2.629999999999988	x_0: -418.2459652740481	x_1: -3311.3911790487605	
t: 2.6399999999999877	x_0: -451.3598770645357	x_1: -3270.4030744519036	
t: 2.6499999999999875	x_0: -484.06390780905474	x_1: -3226.169806499579	
t: 2.6599999999999873	x_0: -516.3256058740506	x_1: -3178.7315435342916	
t: 2.669999999999987	x_0: -548.1129213093934	x_1: -3128.131634158635	
t: 2.679999999999987	x_0: -579.3942376509798	x_1: -3074.4165678703143	
t: 2.6899999999999866	x_0: -610.1384033296829	x_1: -3017.6359325805183	
t: 2.6999999999999864	x_0: -640.314762655488	x_1: -2957.8423690542095	
t: 2.709999999999986	x_0: -669.8931863460301	x_1: -2895.091522313972	
t: 2.719999999999986	x_0: -698.8441015691699	x_1: -2829.441990052061	
t: 2.7299999999999858	x_0: -727.1385214696905	x_1: -2760.9552680982824	
t: 2.7399999999999856	x_0: -754.7480741506733	x_1: -2689.6956929942526	
t: 2.7499999999999853	x_0: -781.6450310806159	x_1: -2615.7303817274865	
t: 2.759999999999985	x_0: -807.8023348978908	x_1: -2539.129168681586	
t: 2.769999999999985	x_0: -833.1936265847066	x_1: -2459.964539861593	
t: 2.7799999999999847	x_0: -857.7932719833226	x_1: -2378.3115644562918	
t: 2.7899999999999845	x_0: -881.5763876278855	x_1: -2294.247823801926	
t: 2.7999999999999843	x_0: -904.5188658659048	x_1: -2207.8533378143934	
t: 2.809999999999984	x_0: -926.5973992440487	x_1: -2119.210488959535	
t: 2.819999999999984	x_0: -947.7895041336441	x_1: -2028.403943833618	
t: 2.8299999999999836	x_0: -968.0735435719803	x_1: -1935.520572428521	
t: 2.8399999999999834	x_0: -987.4287492962654	x_1: -1840.649365158467	
t: 2.849999999999983	x_0: -1005.8352429478501	x_1: -1743.881347727433	
t: 2.859999999999983	x_0: -1023.2740564251245	x_1: -1645.3094939185437	
t: 2.869999999999983	x_0: -1039.72715136431	x_1: -1545.0286363888815	
t: 2.8799999999999826	x_0: -1055.1774377281988	x_1: -1443.135375555179	
t: 2.8899999999999824	x_0: -1069.6087914837506	x_1: -1339.7279866578156	
t: 2.899999999999982	x_0: -1083.0060713503287	x_1: -1234.906325092408	
t: 2.909999999999982	x_0: -1095.3551346012528	x_1: -1128.7717301000757	
t: 2.9199999999999817	x_0: -1106.6428519022536	x_1: -1021.4269269091529	
t: 2.9299999999999815	x_0: -1116.8571211713452	x_1: -912.9759274227321	
t: 2.9399999999999813	x_0: -1125.9868804455725	x_1: -803.5239295479403	
t: 2.949999999999981	x_0: -1134.022119741052	x_1: -693.1772152642742	
t: 2.959999999999981	x_0: -1140.9538918936946	x_1: -582.0430475296511	
t: 2.9699999999999807	x_0: -1146.774322368991	x_1: -470.229566124069	
t: 2.9799999999999804	x_0: -1151.4766180302317	x_1: -357.84568253190787	
t: 2.9899999999999802	x_0: -1155.0550748555509	x_1: -245.00097396494516	
t: 2.99999999999998	x_0: -1157.5050845952003	x_1: -131.80557662910115	
t: 3.00999999999998	x_0: -1158.8231403614914	x_1: -18.37007833877152	
t: 3.0199999999999796	x_0: -1159.006841144879	x_1: 95.19458941665465	
t: 3.0299999999999794	x_0: -1158.0548952507124	x_1: 208.7772598488528	
t: 3.039999999999979	x_0: -1155.967122652224	x_1: 322.2666395834226	
t: 3.049999999999979	x_0: -1152.7444562563896	x_1: 435.55141760334055	
t: 3.0599999999999787	x_0: -1148.3889420803562	x_1: 548.5203743164667	
t: 3.0699999999999785	x_0: -1142.9037383371915	x_1: 661.0624906403416	
t: 3.0799999999999783	x_0: -1136.293113430788	x_1: 773.0670569973863	
t: 3.089999999999978	x_0: -1128.5624428608141	x_1: 884.4237821136036	
t: 3.099999999999978	x_0: -1119.7182050396782	x_1: 995.0229015139633	
t: 3.1099999999999777	x_0: -1109.7679760245385	x_1: 1104.7552856078519	
t: 3.1199999999999775	x_0: -1098.72042316846	x_1: 1213.5125472582567	
t: 3.1299999999999772	x_0: -1086.5852976958774	x_1: 1321.1871487287658	
t: 3.139999999999977	x_0: -1073.3734262085898	x_1: 1427.6725079029618	
t: 3.149999999999977	x_0: -1059.0967011295602	x_1: 1532.8631036714037	
t: 3.1599999999999766	x_0: -1043.768070092846	x_1: 1636.6545803821007	
t: 3.1699999999999764	x_0: -1027.401524289025	x_1: 1738.9438512511997	
t: 3.179999999999976	x_0: -1010.012085776513	x_1: 1839.629200631524	
t: 3.189999999999976	x_0: -991.6157937701978	x_1: 1938.6103850376223	
t: 3.1999999999999758	x_0: -972.2296899198216	x_1: 2035.7887328271017	
t: 3.2099999999999755	x_0: -951.8718025915506	x_1: 2131.067242439244	
t: 3.2199999999999753	x_0: -930.5611301671581	x_1: 2224.350679093216	
t: 3.229999999999975	x_0: -908.3176233762259	x_1: 2315.5456698495977	
t: 3.239999999999975	x_0: -885.1621666777299	x_1: 2404.5607969404678	
t: 3.2499999999999747	x_0: -861.1165587083252	x_1: 2491.3066892748852	
t: 3.2599999999999745	x_0: -836.2034918155764	x_1: 2575.6961120283013	
t: 3.2699999999999743	x_0: -810.4465306952934	x_1: 2657.6440542262276	
t: 3.279999999999974	x_0: -783.8700901530311	x_1: 2737.0678142343663	
t: 3.289999999999974	x_0: -756.4994120106875	x_1: 2813.8870830693636	
t: 3.2999999999999736	x_0: -728.3605411799938	x_1: 2888.024025446411	
t: 3.3099999999999734	x_0: -699.4803009255297	x_1: 2959.4033584820504	
t: 3.319999999999973	x_0: -669.8862673407092	x_1: 3027.9524279727525	
t: 3.329999999999973	x_0: -639.6067430609817	x_1: 3093.601282172142	
t: 3.3399999999999728	x_0: -608.6707302392603	x_1: 3156.282742992118	
t: 3.3499999999999726	x_0: -577.1079028093391	x_1: 3215.9324745555655	
t: 3.3599999999999723	x_0: -544.9485780637834	x_1: 3272.489049030881	
t: 3.369999999999972	x_0: -512.2236875734746	x_1: 3325.8940096811316	
t: 3.379999999999972	x_0: -478.9647474766633	x_1: 3376.091931063332	
t: 3.3899999999999717	x_0: -445.20382816603	x_1: 3423.030476316045	
t: 3.3999999999999715	x_0: -410.97352340286955	x_1: 3466.660451476316	
t: 3.4099999999999713	x_0: -376.3069188881064	x_1: 3506.9358567697973	
t: 3.419999999999971	x_0: -341.2375603204084	x_1: 3543.8139348208315	
t: 3.429999999999971	x_0: -305.7994209722001	x_1: 3577.2552157322316	
t: 3.4399999999999706	x_0: -270.0268688148778	x_1: 3607.223558987507	
t: 3.4499999999999704	x_0: -233.9546332250027	x_1: 3633.6861921313653	
t: 3.45999999999997	x_0: -197.61777130368904	x_1: 3656.6137461874155	
t: 3.46999999999997	x_0: -161.0516338418149	x_1: 3675.980287775177	
t: 3.47999999999997	x_0: -124.29183096406311	x_1: 3691.763347891675	
t: 3.4899999999999696	x_0: -87.37419748514637	x_1: 3703.943947326153	
t: 3.4999999999999694	x_0: -50.33475801188484	x_1: 3712.5066186796976	
t: 3.509999999999969	x_0: -13.209691825087859	x_1: 3717.439424964862	
t: 3.519999999999969	x_0: 23.964702424560762	x_1: 3718.7339747637207	
t: 3.5299999999999687	x_0: 61.15204217219797	x_1: 3716.385433926114	
t: 3.5399999999999685	x_0: 98.31589651145912	x_1: 3710.3925337932383	
t: 3.5499999999999683	x_0: 135.4198218493915	x_1: 3700.7575759351153	
t: 3.559999999999968	x_0: 172.42739760874264	x_1: 3687.486433393875	
t: 3.569999999999968	x_0: 209.30226194268138	x_1: 3670.588548428218	
t: 3.5799999999999677	x_0: 246.00814742696357	x_1: 3650.0769267578353	
