t: 0	x_0: 1000	x_1: 0	
t: 7.209999999999891	x_0: -836.6152879515038	x_1: 1714.8567098482067	
t: 7.2199999999998905	x_0: -819.0596137731067	x_1: 1795.9914054804353	
t: 7.22999999999989	x_0: -800.701326736218	x_1: 1875.366173296886	
t: 7.23999999999989	x_0: -781.5584164926295	x_1: 1952.9032323787862	
t: 7.24999999999989	x_0: -761.6496415620691	x_1: 2028.5266026148227	
t: 7.25999999999989	x_0: -740.9945109503528	x_1: 2102.1621791555676	
t: 7.269999999999889	x_0: -719.6132650321211	x_1: 2173.7378050303005	
t: 7.279999999999889	x_0: -697.5268557168914	x_1: 2243.1833418550623	
t: 7.289999999999889	x_0: -674.7569259178642	x_1: 2310.430738562658	
t: 7.299999999999889	x_0: -651.3257883436005	x_1: 2375.4140980872553	
t: 7.309999999999889	x_0: -627.2564036333534	x_1: 2438.069741938234	
t: 7.319999999999888	x_0: -602.5723578574797	x_1: 2498.3362726000096	
t: 7.329999999999888	x_0: -577.2978394049785	x_1: 2556.1546336966835	
t: 7.339999999999888	x_0: -551.4576152808069	x_1: 2611.468167862565	
t: 7.349999999999888	x_0: -525.0770068361967	x_1: 2664.2226722618543	
t: 7.3599999999998875	x_0: -498.181864955758	x_1: 2714.366451703081	
t: 7.369999999999887	x_0: -470.7985447256809	x_1: 2761.8503692962568	
t: 7.379999999999887	x_0: -442.95387960786104	x_1: 2806.627894603091	
t: 7.389999999999887	x_0: -414.67515514525456	x_1: 2848.655149233099	
t: 7.399999999999887	x_0: -385.99008222423026	x_1: 2887.8909498409103	
t: 7.4099999999998865	x_0: -356.92676992011917	x_1: 2924.2968484826497	
t: 7.419999999999886	x_0: -327.51369795257057	x_1: 2957.8371702918466	
t: 7.429999999999886	x_0: -297.7796887777066	x_1: 2988.4790484379478	
t: 7.439999999999886	x_0: -267.7538793444224	x_1: 3016.19245633318	
t: 7.449999999999886	x_0: -237.46569254250824	x_1: 3040.9502370562027	
t: 7.459999999999885	x_0: -206.94480837057304	x_1: 3062.7281299637175	
t: 7.469999999999885	x_0: -176.2211348520213	x_1: 3081.504794463956	
t: 7.479999999999885	x_0: -145.3247787275843	x_1: 3097.261830928752	
t: 7.489999999999885	x_0: -114.28601595312401	x_1: 3109.983798723703	
t: 7.4999999999998845	x_0: -83.13526203161993	x_1: 3119.6582313387576	
t: 7.509999999999884	x_0: -51.90304220841079	x_1: 3126.2756486043963	
t: 7.519999999999884	x_0: -20.619961558897497	x_1: 3129.8295659814394	
t: 7.529999999999884	x_0: 10.683325001980858	x_1: 3130.3165009153754	
t: 7.539999999999884	x_0: 41.97614275910986	x_1: 3127.735976248987	
t: 7.5499999999998835	x_0: 73.22782725596521	x_1: 3122.090520689925	
t: 7.559999999999883	x_0: 104.40775434332546	x_1: 3113.3856663327797	
t: 7.569999999999883	x_0: 135.485370188487	x_1: 3101.6299432380683	
t: 7.579999999999883	x_0: 166.43022121557425	x_1: 3086.8348710734604	
t: 7.589999999999883	x_0: 197.21198394760648	x_1: 3069.0149478254243	
t: 7.599999999999882	x_0: 227.80049472107785	x_1: 3048.1876355923623	
t: 7.609999999999882	x_0: 258.1657792439331	x_1: 3024.3733434731503	
t: 7.619999999999882	x_0: 288.2780819679747	x_1: 2997.595407567856	
t: 7.629999999999882	x_0: 318.1078952469178	x_1: 2967.880068110228	
t: 7.6399999999998816	x_0: 347.62598825152213	x_1: 2935.2564437543665	
t: 7.649999999999881	x_0: 376.8034356134644	x_1: 2899.756503040775	
t: 7.659999999999881	x_0: 405.61164576988403	x_1: 2861.4150330697476	
t: 7.669999999999881	x_0: 434.0223889808263	x_1: 2820.2696054127964	
t: 7.679999999999881	x_0: 462.00782499212744	x_1: 2776.3605392955183	
t: 7.6899999999998805	x_0: 489.54053031663545	x_1: 2729.730862087981	
t: 7.69999999999988	x_0: 516.5935251070323	x_1: 2680.426267141346	
t: 7.70999999999988	x_0: 543.1402995939245	x_1: 2628.495069012041	
t: 7.71999999999988	x_0: 569.1548400632955	x_1: 2573.98815611736	
t: 7.72999999999988	x_0: 594.6116543478627	x_1: 2516.9589408688926	
t: 7.739999999999879	x_0: 619.4857968073608	x_1: 2457.4633073326304	
t: 7.749999999999879	x_0: 643.7528927732728	x_1: 2395.5595564670602	
t: 7.759999999999879	x_0: 667.3891624340539	x_1: 2331.308348992889	
t: 7.769999999999879	x_0: 690.3714441374431	x_1: 2264.7726459503942	
t: 7.779999999999879	x_0: 712.6772170870286	x_1: 2196.0176470026436	
t: 7.789999999999878	x_0: 734.2846234108256	x_1: 2125.1107265450446	
t: 7.799999999999878	x_0: 755.1724895802411	x_1: 2052.1213676838297	
t: 7.809999999999878	x_0: 775.3203471584369	x_1: 1977.1210941481743	
t: 7.819999999999878	x_0: 794.7084528577598	x_1: 1900.1834002026676	
t: 7.8299999999998775	x_0: 813.3178078865824	x_1: 1821.3836786288157	
t: 7.839999999999877	x_0: 831.1301765665986	x_1: 1740.799146846151	
t: 7.849999999999877	x_0: 848.1281042023286	x_1: 1658.508771245342	
t: 7.859999999999877	x_0: 864.2949341853227	x_1: 1574.5931898074507	
t: 7.869999999999877	x_0: 879.6148243163054	x_1: 1489.1346330851675	
t: 7.879999999999876	x_0: 894.0727623292613	x_1: 1402.21684362345	
t: 7.889999999999876	x_0: 907.6545806022549	x_1: 1313.924993898533	
t: 7.899999999999876	x_0: 920.3469700405659	x_1: 1224.3456028557205	
t: 7.909999999999876	x_0: 932.1374931185364	x_1: 1133.5664511277428	
t: 7.919999999999876	x_0: 943.0145960673509	x_1: 1041.6764950167642	
t: 7.929999999999875	x_0: 952.9676201968044	x_1: 948.7657793243277	
t: 7.939999999999875	x_0: 961.986812339966	x_1: 854.9253491146565	
t: 7.949999999999875	x_0: 970.0633344105014	x_1: 760.2471604977792	
t: 7.959999999999875	x_0: 977.1892720632903	x_1: 664.8239905199028	
t: 7.9699999999998745	x_0: 983.3576424498513	x_1: 568.7493462493338	
t: 7.979999999999874	x_0: 988.5624010609736	x_1: 472.11737314703606	
t: 7.989999999999874	x_0: 992.7984476498533	x_1: 375.0227628116151	
t: 7.999999999999874	x_0: 996.0616312299263	x_1: 277.5606601891314	
t: 8.009999999999874	x_0: 998.3487541425029	x_1: 179.82657033866892	
t: 8.019999999999873	x_0: 999.6575751902176	x_1: 81.91626484502225	
t: 8.029999999999873	x_0: 999.9868118332226	x_1: -16.07431202979039	
t: 8.039999999999873	x_0: 999.336141445975	x_1: -114.04913736422395	
t: 8.049999999999873	x_0: 997.7062016333832	x_1: -211.91220367198326	
t: 8.059999999999873	x_0: 995.0985896060055	x_1: -309.56761298167476	
t: 8.069999999999872	x_0: 991.5158606149115	x_1: -406.91967080914196	
t: 8.079999999999872	x_0: 986.9615254477408	x_1: -503.87297993040005	
t: 8.089999999999872	x_0: 981.4400469884116	x_1: -600.3325338632792	
t: 8.099999999999872	x_0: 974.9568358438523	x_1: -696.203809966172	
t: 8.109999999999872	x_0: 967.5182450420394	x_1: -791.3928620626561	
t: 8.119999999999871	x_0: 959.1315638065388	x_1: -885.8064125012273	
t: 8.129999999999871	x_0: 949.8050104136498	x_1: -979.3519435599311	
t: 8.139999999999871	x_0: 939.5477241391528	x_1: -1071.9377881063247	
t: 8.14999999999987	x_0: 928.3697563025501	x_1: -1163.4732194239289	
t: 8.15999999999987	x_0: 916.2820604175773	x_1: -1253.8685401171485	
t: 8.16999999999987	x_0: 903.2964814586372	x_1: -1343.0351700075394	
t: 8.17999999999987	x_0: 889.4257442536723	x_1: -1430.885732935293	
t: 8.18999999999987	x_0: 874.6834410148524	x_1: -1517.3341423808788	
t: 8.19999999999987	x_0: 859.0840180192946	x_1: -1602.2956858229431	
t: 8.20999999999987	x_0: 842.6427614528681	x_1: -1685.687107749798	
t: 8.21999999999987	x_0: 825.3757824309554	x_1: -1767.4266912431592	
t: 8.229999999999869	x_0: 807.3000012108492	x_1: -1847.4343380541843	
t: 8.239999999999869	x_0: 788.4331306112546	x_1: -1925.6316470933457	
t: 8.249999999999869	x_0: 768.7936586551443	x_1: -2001.941991257222	
t: 8.259999999999868	x_0: 748.4008304529764	x_1: -2076.290592516926	
t: 8.269999999999868	x_0: 727.2746293440262	x_1: -2148.604595194587	
t: 8.279999999999868	x_0: 705.4357573143136	x_1: -2218.813137356083	
t: 8.289999999999868	x_0: 682.905614710314	x_1: -2286.847420250065	
t: 8.299999999999867	x_0: 659.7062792683314	x_1: -2352.640775725225	
t: 8.309999999999867	x_0: 635.8604844800843	x_1: -2416.128731559748	
t: 8.319999999999867	x_0: 611.3915973157035	x_1: -2477.2490746389285	
t: 8.329999999999867	x_0: 586.3235953259718	x_1: -2535.941911919044	
t: 8.339999999999867	x_0: 560.6810431462437	x_1: -2592.1497291177416	
t: 8.349999999999866	x_0: 534.4890684250686	x_1: -2645.8174470734334	
t: 8.359999999999866	x_0: 507.7733372011071	x_1: -2696.8924757184636	
t: 8.369999999999866	x_0: 480.5600287524673	x_1: -2745.3247656131666	
t: 8.379999999999866	x_0: 452.8758099431079	x_1: -2791.0668569903105	
t: 8.389999999999866	x_0: 424.74780909144613	x_1: -2834.073926261871	
t: 8.399999999999865	x_0: 396.203589386777	x_1: -2874.3038299425584	
t: 8.409999999999865	x_0: 367.27112187955447	x_1: -2911.7171459470615	
t: 8.419999999999865	x_0: 337.97875807200063	x_1: -2946.277212220534	
t: 8.429999999999865	x_0: 308.35520213590326	x_1: -2977.950162664474	
t: 8.439999999999864	x_0: 278.4294827848249	x_1: -3006.7049603227906	
t: 8.449999999999864	x_0: 248.23092482828747	x_1: -3032.5134277955344	
t: 8.459999999999864	x_0: 217.78912043580584	x_1: -3055.3502748504957	
t: 8.469999999999864	x_0: 187.1339001389309	x_1: -3075.1931232056068	
t: 8.479999999999864	x_0: 156.29530359971622	x_1: -3092.022528457868	
t: 8.489999999999863	x_0: 125.3035501742539	x_1: -3105.8219991373044	
t: 8.499999999999863	x_0: 94.18900930012447	x_1: -3116.5780128672877	
t: 8.509999999999863	x_0: 62.98217073677907	x_1: -3124.280029615383	
t: 8.519999999999863	x_0: 31.713614688015788	x_1: -3128.920502021735	
t: 8.529999999999863	x_0: 0.4139818358277587	x_1: -3130.4948827948797	
t: 8.539999999999862	x_0: -30.886056685012527	x_1: -3129.0016291677225	
t: 8.549999999999862	x_0: -62.155829342210154	x_1: -3124.4422044093285	
t: 8.559999999999862	x_0: -93.36469426159432	x_1: -3116.821076391035	
t: 8.569999999999862	x_0: -124.48206925370224	x_1: -3106.145713208297	
t: 8.579999999999862	x_0: -155.4774617818768	x_1: -3092.4265758625484	
t: 8.589999999999861	x_0: -186.32049884251168	x_1: -3075.6771080102603	
t: 8.599999999999861	x_0: -216.98095672816368	x_1: -3055.913722789233	
t: 8.60999999999986	x_0: -247.42879064436661	x_1: -3033.1557867350343	
t: 8.61999999999986	x_0: -277.634164151125	x_1: -3007.425600803346	
t: 8.62999999999986	x_0: -307.5674784002369	x_1: -2978.7483785168106	
t: 8.63999999999986	x_0: -337.1994011397959	x_1: -2947.1522212577993	
t: 8.64999999999986	x_0: -366.50089545745004	x_1: -2912.6680907313053	
t: 8.65999999999986	x_0: -395.4432482342516	x_1: -2875.3297786249514	
t: 8.66999999999986	x_0: -423.9980982812152	x_1: -2835.1738734958417	
t: 8.67999999999986	x_0: -452.137464131013	x_1: -2792.239724916704	
t: 8.68999999999986	x_0: -479.83377145757265	x_1: -2746.5694049164576	
t: 8.699999999999859	x_0: -507.0598800967097	x_1: -2698.207666752994	
t: 8.709999999999859	x_0: -533.7891106413161	x_1: -2647.201901058565	
t: 8.719999999999859	x_0: -559.9952705850434	x_1: -2593.602089400758	
t: 8.729999999999858	x_0: -585.6526799888624	x_1: -2537.460755304559	
t: 8.739999999999858	x_0: -610.7361966453478	x_1: -2478.8329127835036	
t: 8.749999999999858	x_0: -635.2212407160292	x_1: -2417.776012430347	
t: 8.759999999999858	x_0: -659.0838188176649	x_1: -2354.3498851200816	
t: 8.769999999999857	x_0: -682.3005475338368	x_1: -2288.6166833804696	
t: 8.779999999999857	x_0: -704.8486763288273	x_1: -2220.640820487539	
t: 8.789999999999857	x_0: -726.7061098413226	x_1: -2150.4889073457307	
t: 8.799999999999857	x_0: -747.8514295360985	x_1: -2078.2296872145444	
t: 8.809999999999857	x_0: -768.2639146924702	x_1: -2003.933968345645	
t: 8.819999999999856	x_0: -787.92356270894	x_1: -1927.674554596446	
t: 8.829999999999856	x_0: -806.8111087041458	x_1: -1849.5261740881547	
t: 8.839999999999856	x_0: -824.9080443949025	x_1: -1769.5654059781975	
t: 8.849999999999856	x_0: -842.1966362328382	x_1: -1687.870605418774	
t: 8.859999999999856	x_0: -858.6599427818517	x_1: -1604.52182677508	
t: 8.869999999999855	x_0: -874.2818313193643	x_1: -1519.6007451784378	
t: 8.879999999999855	x_0: -889.0469936450963	x_1: -1433.1905764912058	
t: 8.889999999999855	x_0: -902.9409610818778	x_1: -1345.3759957618936	
t: 8.899999999999855	x_0: -915.9501186537943	x_1: -1256.2430542503928	
t: 8.909999999999854	x_0: -928.0617184277733	x_1: -1165.8790951046303	
t: 8.919999999999854	x_0: -939.2638920055377	x_1: -1074.3726677712752	
t: 8.929999999999854	x_0: -949.5456621536872	x_1: -981.813441224369	
t: 8.939999999999854	x_0: -958.8969535605072	x_1: -888.2921160969078	
t: 8.949999999999854	x_0: -967.3086027089685	x_1: -793.9003358014834	
t: 8.959999999999853	x_0: -974.7723668562401	x_1: -698.7305967270742	
t: 8.969999999999853	x_0: -981.2809321109174	x_1: -602.8761575999879	
t: 8.979999999999853	x_0: -986.8279206000509	x_1: -506.4309480977749	
t: 8.989999999999853	x_0: -991.40789671895	x_1: -409.48947680566283	
t: 8.999999999999853	x_0: -995.0163724576416	x_1: -312.1467386057083	
t: 9.009999999999852	x_0: -997.64981179876	x_1: -214.49812158941643	
t: 9.019999999999852	x_0: -999.3056341825608	x_1: -116.6393135850465	
t: 9.029999999999852	x_0: -999.9822170356633	x_1: -18.666208391199874	
t: 9.039999999999852	x_0: -999.6788973610426	x_1: 79.32518819142672	
t: 9.049999999999851	x_0: -998.3959723877126	x_1: 177.23885243804096	
t: 9.059999999999851	x_0: -996.1346992794668	x_1: 274.9788367953189	
t: 9.069999999999851	x_0: -992.8972939029569	x_1: 372.4493639023269	
t: 9.07999999999985	x_0: -988.6869286563223	x_1: 469.5549204446689	
t: 9.08999999999985	x_0: -983.5077293604926	x_1: 566.2003507498887	
t: 9.09999999999985	x_0: -977.3647712162143	x_1: 662.2909500324123	
t: 9.10999999999985	x_0: -970.2640738307596	x_1: 757.732557196657	
t: 9.11999999999985	x_0: -962.2125953191934	x_1: 852.4316471073678	
t: 9.12999999999985	x_0: -953.2182254859777	x_1: 946.2954222367634	
t: 9.13999999999985	x_0: -943.2897780935942	x_1: 1039.2319035986857	
t: 9.14999999999985	x_0: -932.4369822257634	x_1: 1131.1500208806433	
t: 9.15999999999985	x_0: -920.6704727537203	x_1: 1221.9597016854277	
t: 9.169999999999849	x_0: -908.001779914893	x_1: 1311.5719597948532	
t: 9.179999999999849	x_0: -894.4433180141917	x_1: 1399.8989823691275	
t: 9.189999999999849	x_0: -880.0083732589848	x_1: 1486.8542159964047	
t: 9.199999999999848	x_0: -864.7110907396783	x_1: 1572.352451508202	
t: 9.209999999999848	x_0: -848.5664605686601	x_1: 1656.309907477563	
t: 9.219999999999848	x_0: -831.5903031911893	x_1: 1738.6443123181502	
t: 9.229999999999848	x_0: -813.7992538826262	x_1: 1819.2749849038144	
t: 9.239999999999847	x_0: -795.2107464471944	x_1: 1898.122913629639	
t: 9.249999999999847	x_0: -775.8429961342479	x_1: 1975.1108338369893	
t: 9.259999999999847	x_0: -755.7149817887847	x_1: 2050.1633035266927	
t: 9.269999999999847	x_0: -734.8464272536983	x_1: 2123.2067772861587	
t: 9.279999999999847	x_0: -713.2577820419898	x_1: 2194.1696783579964	
t: 9.289999999999846	x_0: -690.9702012978828	x_1: 2262.982468779508	
t: 9.299999999999846	x_0: -668.005525066475	x_1: 2329.577717524325	
t: 9.309999999999846	x_0: -644.3862568922423	x_1: 2393.8901665794165	
t: 9.319999999999846	x_0: -620.1355417673664	x_1: 2455.8567948927184	
t: 9.329999999999846	x_0: -595.2771434514955	x_1: 2515.4168801287205	
t: 9.339999999999845	x_0: -569.8354211851616	x_1: 2572.512058171493	
t: 9.349999999999845	x_0: -543.8353058196751	x_1: 2627.086380316851	
t: 9.359999999999845	x_0: -517.3022753868856	x_1: 2679.0863680976017	
t: 9.369999999999845	x_0: -490.26233013275066	x_1: 2728.461065688167	
t: 9.379999999999844	x_0: -462.7419670391755	x_1: 2775.1620898372084	
t: 9.389999999999844	x_0: -434.768153859092	x_1: 2819.1436772793445	
t: 9.399999999999844	x_0: -406.3683026902195	x_1: 2860.3627295794854	
t: 9.409999999999844	x_0: -377.57024311340297	x_1: 2898.7788553658497	
t: 9.419999999999844	x_0: -348.4021949218519	x_1: 2934.3544099102764	
t: 9.429999999999843	x_0: -318.8927404680014	x_1: 2967.054532017044	
t: 9.439999999999843	x_0: -289.07079665509514	x_1: 2996.847178184053	
t: 9.449999999999843	x_0: -258.96558660093433	x_1: 3023.7031540028916	
t: 9.459999999999843	x_0: -228.60661100156204	x_1: 3047.59614276702	
t: 9.469999999999843	x_0: -198.02361922294216	x_1: 3068.502731260036	
t: 9.479999999999842	x_0: -167.2465801489621	x_1: 3086.402432698753	
t: 9.489999999999842	x_0: -136.30565281432564	x_1: 3101.2777068086066	
t: 9.499999999999842	x_0: -105.23115685111289	x_1: 3113.113977011721	
t: 9.509999999999842	x_0: -74.05354277796786	x_1: 3121.899644710788	
t: 9.519999999999841	x_0: -42.803362161027735	x_1: 3127.6261006547634	
t: 9.529999999999841	x_0: -11.511237675833478	x_1: 3130.287733375244	
t: 9.539999999999841	x_0: 19.792166900440915	x_1: 3129.8819346852583	
t: 9.54999999999984	x_0: 51.07617673703551	x_1: 3126.4091022350794	
t: 9.55999999999984	x_0: 82.31013600848317	x_1: 3119.8726391225614	
t: 9.56999999999984	x_0: 113.46343793486467	x_1: 3110.2789505583737	
t: 9.57999999999984	x_0: 144.50555477400297	x_1: 3097.6374375894093	
t: 9.58999999999984	x_0: 175.40606773620704	x_1: 3081.96048788651	
t: 9.59999999999984	x_0: 206.13469679225065	x_1: 3063.26346360554	
t: 9.60999999999984	x_0: 236.6613303453774	x_1: 3041.5646863337056	
t: 9.61999999999984	x_0: 266.9560547382551	x_1: 3016.8854191358632	
t: 9.62999999999984	x_0: 296.9891835659655	x_1: 2989.249845718419	
t: 9.639999999999839	x_0: 326.73128676630483	x_1: 2958.6850467312315	
t: 9.649999999999839	x_0: 356.153219458889	x_1: 2925.2209732307456	
t: 9.659999999999838	x_0: 385.22615050480334	x_1: 2888.8904173303504	
t: 9.669999999999838	x_0: 413.92159075881096	x_1: 2849.728980066735	
t: 9.679999999999838	x_0: 442.2114209864347	x_1: 2807.775036513723	
t: 9.689999999999838	x_0: 470.06791941855596	x_1: 2763.0696981777705	
t: 9.699999999999838	x_0: 497.46378891652944	x_1: 2715.656772711981	
t: 9.709999999999837	x_0: 524.372183721194	x_1: 2665.5827209881118	
t: 9.719999999999837	x_0: 550.7667357595677	x_1: 2612.89661156864	
t: 9.729999999999837	x_0: 576.6215804834486	x_1: 2557.6500726234967	
t: 9.739999999999837	x_0: 601.9113822146016	x_1: 2499.8972413385954	
t: 9.749999999999837	x_0: 626.6113589716954	x_1: 2439.6947108657214	
t: 9.759999999999836	x_0: 650.69730675466	x_1: 2377.1014748657735	
t: 9.769999999999836	x_0: 674.1456232626696	x_1: 2312.1788696997	
t: 9.779999999999836	x_0: 696.933331022508	x_1: 2244.990514323773	
t: 9.789999999999836	x_0: 719.0380999046534	x_1: 2175.602247948104	
t: 9.799999999999836	x_0: 740.4382690050176	x_1: 2104.082065519489	
t: 9.809999999999835	x_0: 761.1128678708977	x_1: 2030.5000510918026	
t: 9.819999999999835	x_0: 781.0416370503422	x_1: 1954.928309149235	
t: 9.829999999999835	x_0: 800.2050479447911	x_1: 1877.44089394967	
t: 9.839999999999835	x_0: 818.5843219455401	x_1: 1798.113736957439	
t: 9.849999999999834	x_0: 836.1614488352734	x_1: 1717.0245724365648	
t: 9.859999999999834	x_0: 852.9192044366355	x_1: 1634.2528612774051	
t: 9.869999999999834	x_0: 868.8411674905457	x_1: 1549.87971313134	
t: 9.879999999999834	x_0: 883.911735747718	x_1: 1463.9878069298063	
t: 9.889999999999834	x_0: 898.1161412576163	x_1: 1376.6613098655632	
t: 9.899999999999833	x_0: 911.4404648398638	x_1: 1287.9857949155805	
t: 9.909999999999833	x_0: 923.8716497239257	x_1: 1198.0481569863707	
t: 9.919999999999833	x_0: 935.3975143436987	x_1: 1106.9365277639363	
t: 9.929999999999833	x_0: 946.0067642744715	x_1: 1014.7401893517724	
t: 9.939999999999833	x_0: 955.6890033005561	x_1: 921.5494867815519	
t: 9.949999999999832	x_0: 964.4347436027476	x_1: 827.4557394822259	
t: 9.959999999999832	x_0: 972.2354150556271	x_1: 732.5511517942934	
t: 9.969999999999832	x_0: 979.0833736255987	x_1: 636.9287226169283	
t: 9.979999999999832	x_0: 984.9719088614308	x_1: 540.6821542765023	
t: 9.989999999999831	x_0: 989.895250469961	x_1: 443.9057607058053	
